"";"Name quoted";"Valide Name";"Simplified group";"Kingdom";"Class";"Order";"Family";"CD_NOM";"Date of the last observation"
"";"Cyclosa sierrae Simon, 1870";"Cyclosa sierrae Simon, 1870";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Araneidae";"233216";"24-05-1988"
"";"Cydnus aterrimus (Forster, 1771)";"Cydnus aterrimus (Forster, 1771)";"Insectes et araignées";"Animalia";"Insecta";"Hemiptera";"Cydnidae";"238367";"24-05-1988"
"";"Cymbalaria aequitriloba (Viv.) A.Chev., 1937";"Cymbalaria aequitriloba (Viv.) A.Chev., 1937";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Plantaginaceae";"93755";"01-07-1982"
"";"Cynodon dactylon (L.) Pers., 1805";"Cynodon dactylon (L.) Pers., 1805";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Poaceae";"93803";"24-04-2018"
"";"Cynoglossum creticum Mill., 1768";"Cynoglossum creticum Mill., 1768";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Boraginales";"Boraginaceae";"93828";"12-05-2018"
"";"Cynosurus effusus Link, 1799";"Cynosurus effusus Link, 1799";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Poaceae";"93865";"30-04-2017"
"";"Cyperus longus subsp. badius (Desf.) Bonnier & Layens, 1894";"Cyperus badius Desf., 1798";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Cyperaceae";"133610";"04-07-1982"
"";"Cyperus longus L., 1753";"Cyperus longus L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Cyperaceae";"93967";"05-05-1983"
"";"Cyrba algerina (Lucas, 1846)";"Cyrba algerina (Lucas, 1846)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Salticidae";"942";"28-09-2011"
"";"Cyrnotheba corsica (Shuttleworth, 1843)";"Cyrnotheba corsica (Shuttleworth, 1843)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Stylommatophora";"Hygromiidae";"163316";"17-05-2017"
"";"Cytinus hypocistis (L.) L., 1767";"Cytinus hypocistis (L.) L., 1767";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malvales";"Cytinaceae";"94079";"18-04-2018"
"";"Calicotome villosa (Poir.) Link, 1808";"Cytisus laniger (Desf.) DC., 1805";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"87447";"30-04-2017"
"";"Dactylis glomerata subsp. hispanica (Roth) Nyman, 1882";"Dactylis glomerata subsp. hispanica (Roth) Nyman, 1882";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Poaceae";"133654";"08-05-2018"
"";"Dactylorhiza insularis (Sommier) Ó.Sánchez & Herrero, 2005";"Dactylorhiza insularis (Sommier) Ó.Sánchez & Herrero, 2005";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asparagales";"Orchidaceae";"619224";"08-05-1989"
"";"Danaus chrysippus (Linnaeus, 1758)";"Danaus chrysippus (Linnaeus, 1758)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Nymphalidae";"53352";"08-07-2019"
"";"Dardanus calidus (Risso, 1827)";"Dardanus calidus (Risso, 1827)";"Crabes, crevettes, cloportes et mille-pattes";"Animalia";"Malacostraca";"Decapoda";"Diogenidae";"350463";"11-07-2016"
"";"Datura stramonium L., 1753";"Datura stramonium L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Solanales";"Solanaceae";"94489";"26-09-2019"
"";"Daucus carota subsp. commutatus (Paol.) Thell., 1926";"Daucus carota subsp. commutatus (Paol.) Thell., 1926";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Apiales";"Apiaceae";"133732";"08-05-2018"
"";"Daucus carota L., 1753";"Daucus carota L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Apiales";"Apiaceae";"94503";"08-06-2019"
"";"Delichon urbicum (Linnaeus, 1758)";"Delichon urbicum (Linnaeus, 1758)";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Hirundinidae";"459478";"10-09-2019"
"";"Dendrocopos major (Linnaeus, 1758)";"Dendrocopos major (Linnaeus, 1758)";"Oiseaux";"Animalia";"Aves";"Piciformes";"Picidae";"3611";"04-08-2017"
"";"Dentex dentex (Linnaeus, 1758)";"Dentex dentex (Linnaeus, 1758)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Sparidae";"669250";"14-09-2020"
"";"Deroceras panormitanum auct. non (Lessona & Pollonera, 1882)";"Deroceras invadens Reise, Hutchinson, Schunack & Schlitt, 2011";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Stylommatophora";"Agriolimacidae";"163204";"11-10-1999"
"";"Diaea dorsata (Fabricius, 1777)";"Diaea dorsata (Fabricius, 1777)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Thomisidae";"1636";"28-09-2011"
"";"Dianthus furcatus subsp. gyspergerae (Rouy) Burnat ex Briq., 1910";"Dianthus gyspergerae Rouy, 1903";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Caryophyllaceae";"133842";"24-04-2013"
"";"Dianthus furcatus var. gyspergerae (Rouy) P.Fourn., 1936";"Dianthus gyspergerae Rouy, 1903";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Caryophyllaceae";"146136";"24-04-2013"
"";"Dianthus gyspergerae Rouy, 1903";"Dianthus gyspergerae Rouy, 1903";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Caryophyllaceae";"94759";"08-05-2018"
"";"Dianthus subacaulis Vill., 1789";"Dianthus subacaulis Vill., 1789";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Caryophyllaceae";"94830";"10-05-1983"
"";"Dicranota consimilis Mendl, 1987";"Dicranota consimilis Mendl, 1987";"Insectes et araignées";"Animalia";"Insecta";"Diptera";"Pediciidae";"227265";"14-10-1981"
"";"Dictyota dichotoma (Hudson) J.V.Lamour., 1809";"Dictyota dichotoma (Hudson) J.V.Lamour., 1809";"Autres";"Chromista";"Phaeophyceae";"Dictyotales";"Dictyotaceae";"72683";"26-06-2014"
"";"Didogobius splechtnai Ahnelt & Patzner, 1995";"Didogobius splechtnai Ahnelt & Patzner, 1995";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Gobiidae";"528523";"21-07-2009"
"";"Digitalis purpurea L., 1753 subsp. purpurea";"Digitalis purpurea L., 1753 subsp. purpurea";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Plantaginaceae";"762153";"13-05-1980"
"";"Digitalis purpurea L., 1753";"Digitalis purpurea L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Plantaginaceae";"94959";"01-05-1984"
"";"Dioscorea communis (L.) Caddick & Wilkin, 2002";"Dioscorea communis (L.) Caddick & Wilkin, 2002";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Dioscoreales";"Dioscoreaceae";"611652";"08-05-2018"
"";"Diplectrona magna Mosely, 1930";"Diplectrona magna Mosely, 1930";"Insectes et araignées";"Animalia";"Insecta";"Trichoptera";"Hydropsychidae";"232613";"14-10-1981"
"";"Diplodus annularis (Linnaeus, 1758)";"Diplodus annularis (Linnaeus, 1758)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Sparidae";"69616";"14-09-2020"
"";"Diplodus cervinus (Lowe, 1838)";"Diplodus cervinus (Lowe, 1838)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Sparidae";"69621";"11-07-2016"
"";"Diplodus puntazzo (Walbaum, 1792)";"Diplodus puntazzo (Walbaum, 1792)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Sparidae";"69624";"02-08-2019"
"";"Diplodus sargus sargus (Linnaeus, 1758)";"Diplodus sargus (Linnaeus, 1758)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Sparidae";"426021";"14-09-2020"
"";"Diplodus sargus (Linnaeus, 1758)";"Diplodus sargus (Linnaeus, 1758)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Sparidae";"69627";"03-07-2019"
"";"Diplodus vulgaris (Geoffroy Saint-Hilaire, 1817)";"Diplodus vulgaris (Geoffroy Saint-Hilaire, 1817)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Sparidae";"69631";"14-09-2020"
"";"Dipoena braccata (C.L. Koch, 1841)";"Dipoena braccata (C.L. Koch, 1841)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Theridiidae";"1299";"25-05-1988"
"";"Discoglossus sardus Tschudi in Otth, 1837";"Discoglossus sardus Tschudi in Otth, 1837";"Amphibiens et reptiles";"Animalia";"Amphibia";"Anura";"Discoglossidae";"229";"18-04-2018"
"";"Discus rotundatus (O.F. Müller, 1774)";"Discus rotundatus (O.F. Müller, 1774)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Stylommatophora";"Discidae";"64173";"31-12-1995"
"";"Dittrichia viscosa (L.) Greuter, 1973 subsp. viscosa";"Dittrichia viscosa (L.) Greuter, 1973 subsp. viscosa";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"133920";"31-07-2008"
"";"Dittrichia viscosa (L.) Greuter, 1973";"Dittrichia viscosa (L.) Greuter, 1973";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"95187";"01-10-2019"
"";"Drassodes cupreus (Blackwall, 1834)";"Drassodes cupreus (Blackwall, 1834)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Gnaphosidae";"233305";"02-06-2010"
"";"Drassodes lapidosus (Walckenaer, 1802)";"Drassodes lapidosus (Walckenaer, 1802)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Gnaphosidae";"1174";"15-05-2014"
"";"Drassodes luteomicans (Simon, 1878)";"Drassodes luteomicans (Simon, 1878)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Gnaphosidae";"233311";"15-05-2014"
"";"Drassodes lutescens (C.L. Koch, 1839)";"Drassodes lutescens (C.L. Koch, 1839)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Gnaphosidae";"233312";"14-05-2014"
"";"Dysdera crocata C.L. Koch, 1838";"Dysdera crocata C.L. Koch, 1838";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Dysderidae";"1151";"17-01-2013"
"";"Dysdera ninnii Canestrini, 1868";"Dysdera ninnii Canestrini, 1868";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Dysderidae";"233275";"24-05-1988"
"";"Dysgonia algira (Linnaeus, 1767)";"Dysgonia algira (Linnaeus, 1767)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Erebidae";"249767";"24-06-2011"
"";"Echinaster (Echinaster) sepositus (Retzius, 1783)";"Echinaster (Echinaster) sepositus (Retzius, 1783)";"Autres";"Animalia";"Asteroidea";"Spinulosida";"Echinasteridae";"386293";"02-09-2018"
"";"Echinus melo Lamarck, 1816";"Echinus melo Lamarck, 1816";"Autres";"Animalia";"Echinoidea";"Camarodonta";"Echinidae";"361261";"03-09-2020"
"";"Echium plantagineum L., 1771";"Echium plantagineum L., 1771";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Boraginales";"Boraginaceae";"95774";"12-05-2018"
"";"Echium vulgare L., 1753";"Echium vulgare L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Boraginales";"Boraginaceae";"95793";"03-06-2019"
"";"Edmundsella pedata (Montagu, 1816)";"Edmundsella pedata (Montagu, 1816)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Nudibranchia";"Flabellinidae";"909676";"23-06-2014"
"";"Egretta garzetta (Linnaeus, 1766)";"Egretta garzetta (Linnaeus, 1766)";"Oiseaux";"Animalia";"Aves";"Pelecaniformes";"Ardeidae";"2497";"28-08-2011"
"";"Electra posidoniae Gautier, 1954";"Electra posidoniae Gautier, 1954";"Autres";"Animalia";"Gymnolaemata";"Cheilostomatida";"Electridae";"361319";"23-06-2014"
"";"Miliaria calandra (Linnaeus, 1758)";"Emberiza calandra Linnaeus, 1758";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Emberizidae";"4684";"19-05-2010"
"";"Emberiza cirlus Linnaeus, 1766";"Emberiza cirlus Linnaeus, 1766";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Emberizidae";"4659";"13-07-2016"
"";"Emberiza citrinella Linnaeus, 1758";"Emberiza citrinella Linnaeus, 1758";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Emberizidae";"4657";"19-10-2018"
"";"Emys orbicularis (Linnaeus, 1758)";"Emys orbicularis (Linnaeus, 1758)";"Amphibiens et reptiles";"Animalia";"";"Chelonii";"Emydidae";"77381";"07-05-2016"
"";"Engraulis encrasicolus (Linnaeus, 1758)";"Engraulis encrasicolus (Linnaeus, 1758)";"Poissons";"Animalia";"Actinopterygii";"Clupeiformes";"Engraulidae";"67053";"05-09-2017"
"";"Enoplognatha afrodite Hippa & Oksala, 1983";"Enoplognatha afrodite Hippa & Oksala, 1983";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Theridiidae";"234092";"02-06-2010"
"";"Enoplognatha testacea Simon, 1884";"Enoplognatha testacea Simon, 1884";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Theridiidae";"1330";"02-06-2010"
"";"Eobania vermiculata (O.F. Müller, 1774)";"Eobania vermiculata (O.F. Müller, 1774)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Stylommatophora";"Helicidae";"64264";"31-12-1995"
"";"Ephedra distachya L., 1753";"Ephedra distachya L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Ephedrales";"Ephedraceae";"96101";"30-04-2017"
"";"Epinephelus marginatus (Lowe, 1834)";"Epinephelus marginatus (Lowe, 1834)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Serranidae";"199810";"14-09-2020"
"";"Epipactis microphylla (Ehrh.) Sw., 1800";"Epipactis microphylla (Ehrh.) Sw., 1800";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asparagales";"Orchidaceae";"96454";"04-06-1980"
"";"Episinus maculipes Cavanna, 1876";"Episinus maculipes Cavanna, 1876";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Theridiidae";"1265";"02-06-2010"
"";"Eragrostis cilianensis (All.) Vignolo ex Janch., 1907";"Eragrostis cilianensis (All.) Vignolo ex Janch., 1907";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Poaceae";"96585";"14-09-1983"
"";"Erica arborea L., 1753";"Erica arborea L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Ericales";"Ericaceae";"96659";"12-05-2018"
"";"Cystoseira brachycarpa J.Agardh, 1896";"Ericaria brachycarpa (J.Agardh) Molinari & Guiry, 2020";"Autres";"Chromista";"Phaeophyceae";"Fucales";"Sargassaceae";"365574";"07-07-2015"
"";"Erigone dentipalpis (Wider, 1834)";"Erigone dentipalpis (Wider, 1834)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Linyphiidae";"1446";"12-07-2013"
"";"Eriobotrya japonica (Thunb.) Lindl., 1821";"Eriobotrya japonica (Thunb.) Lindl., 1821";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Rosales";"Rosaceae";"96836";"29-09-2018"
"";"Eristalinus taeniops (Wiedemann, 1818)";"Eristalinus taeniops (Wiedemann, 1818)";"Insectes et araignées";"Animalia";"Insecta";"Diptera";"Syrphidae";"217449";"12-09-2017"
"";"Erithacus rubecula (Linnaeus, 1758)";"Erithacus rubecula (Linnaeus, 1758)";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Muscicapidae";"4001";"19-10-2018"
"";"Ero aphana (Walckenaer, 1802)";"Ero aphana (Walckenaer, 1802)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Mimetidae";"903";"12-07-2013"
"";"Erodium botrys (Cav.) Bertol., 1817";"Erodium botrys (Cav.) Bertol., 1817";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Geraniales";"Geraniaceae";"96887";"11-05-2018"
"";"Erodium cicutarium (L.) L'Hér., 1789";"Erodium cicutarium (L.) L'Hér., 1789";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Geraniales";"Geraniaceae";"96895";"26-05-2019"
"";"Erodium corsicum Léman, 1805";"Erodium corsicum Léman, 1805";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Geraniales";"Geraniaceae";"96897";"08-05-2018"
"";"Erodium maritimum (L.) L'Hér., 1789";"Erodium maritimum (L.) L'Hér., 1789";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Geraniales";"Geraniaceae";"96923";"13-05-1986"
"";"Erodium moschatum (L.) L'Hér., 1789";"Erodium moschatum (L.) L'Hér., 1789";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Geraniales";"Geraniaceae";"96925";"14-05-1986"
"";"Eryngium maritimum L., 1753";"Eryngium maritimum L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Apiales";"Apiaceae";"97145";"24-04-2018"
"";"Eucalyptus globulus Labill., 1800";"Eucalyptus globulus Labill., 1800";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Myrtales";"Myrtaceae";"97401";"12-05-2018"
"";"Euleptes europaea (Gené, 1839)";"Euleptes europaea (Gené, 1839)";"Amphibiens et reptiles";"Animalia";"";"Squamata";"Sphaerodactylidae";"79271";"01-01-2000"
"";"Eunicella cavolini (Koch, 1887)";"Eunicella cavolini (Koch, 1887)";"Autres";"Animalia";"Anthozoa";"Alcyonacea";"Gorgoniidae";"361538";"06-08-2019"
"";"Eunicella singularis (Esper, 1791)";"Eunicella singularis (Esper, 1791)";"Autres";"Animalia";"Anthozoa";"Alcyonacea";"Gorgoniidae";"361535";"07-07-2015"
"";"Euophrys acripes (Simon, 1871)";"Euophrys acripes (Simon, 1871)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Salticidae";"233974";"25-05-1988"
"";"Euophrys luteolineata (Simon, 1871)";"Euophrys luteolineata (Simon, 1871)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Salticidae";"233983";"15-05-2014"
"";"Euophrys terrestris (Simon, 1871)";"Euophrys terrestris (Simon, 1871)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Salticidae";"457400";"15-05-2014"
"";"Eupholidoptera schmidti auct. non (Fieber, 1861)";"Eupholidoptera tyrrhenica Allegrucci, Massa, Trasatti & Sbordoni, 2013";"Insectes et araignées";"Animalia";"Insecta";"Orthoptera";"Tettigoniidae";"65746";"23-07-1980"
"";"Eupholidoptera tyrrhenica Allegrucci, Massa, Trasatti & Sbordoni, 2013";"Eupholidoptera tyrrhenica Allegrucci, Massa, Trasatti & Sbordoni, 2013";"Insectes et araignées";"Animalia";"Insecta";"Orthoptera";"Tettigoniidae";"837841";"01-09-2016"
"";"Euphorbia chamaesyce L., 1753";"Euphorbia chamaesyce L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malpighiales";"Euphorbiaceae";"97477";"14-09-1983"
"";"Euphorbia characias L., 1753";"Euphorbia characias L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malpighiales";"Euphorbiaceae";"97478";"25-10-2020"
"";"Euphorbia dendroides L., 1753";"Euphorbia dendroides L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malpighiales";"Euphorbiaceae";"97492";"15-08-2019"
"";"Euphorbia helioscopia L., 1753";"Euphorbia helioscopia L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malpighiales";"Euphorbiaceae";"97537";"12-05-2018"
"";"Euphorbia hirsuta L., 1759";"Euphorbia hirsuta L., 1759";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malpighiales";"Euphorbiaceae";"97541";"12-05-1983"
"";"Euphorbia peplis L., 1753";"Euphorbia peplis L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malpighiales";"Euphorbiaceae";"97607";"17-06-2004"
"";"Euphorbia peplus var. minima DC., 1805";"Euphorbia peplus L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malpighiales";"Euphorbiaceae";"146579";"25-04-1984"
"";"Euphorbia peplus L., 1753";"Euphorbia peplus L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malpighiales";"Euphorbiaceae";"97609";"24-02-1983"
"";"Euphorbia pithyusa L., 1753 subsp. pithyusa";"Euphorbia pithyusa L., 1753 subsp. pithyusa";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malpighiales";"Euphorbiaceae";"134401";"31-07-2008"
"";"Euphorbia pithyusa L., 1753";"Euphorbia pithyusa L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malpighiales";"Euphorbiaceae";"97615";"30-04-2017"
"";"Eupolymnia nebulosa (Montagu, 1819)";"Eupolymnia nebulosa (Montagu, 1819)";"Autres";"Animalia";"Polychaeta";"Terebellida";"Terebellidae";"371413";"05-09-2017"
"";"Euproctus montanus (Savi, 1838)";"Euproctus montanus (Savi, 1838)";"Amphibiens et reptiles";"Animalia";"Amphibia";"Urodela";"Salamandridae";"59";"01-01-2000"
"";"Euryopis episinoides (Walckenaer, 1847)";"Euryopis episinoides (Walckenaer, 1847)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Theridiidae";"234100";"28-09-2011"
"";"Evarcha jucunda (Lucas, 1846)";"Evarcha jucunda (Lucas, 1846)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Salticidae";"2056";"15-05-2014"
"";"Falco peregrinus peregrinus Tunstall, 1771";"Falco peregrinus peregrinus Tunstall, 1771";"Oiseaux";"Animalia";"Aves";"Falconiformes";"Falconidae";"781713";"16-05-2018"
"";"Falco peregrinus Tunstall, 1771";"Falco peregrinus Tunstall, 1771";"Oiseaux";"Animalia";"Aves";"Falconiformes";"Falconidae";"2938";"10-05-2019"
"";"Falco tinnunculus Linnaeus, 1758";"Falco tinnunculus Linnaeus, 1758";"Oiseaux";"Animalia";"Aves";"Falconiformes";"Falconidae";"2669";"01-05-2017"
"";"Felimare fontandraui (Pruvot-Fol, 1951)";"Felimare fontandraui (Pruvot-Fol, 1951)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Nudibranchia";"Chromodorididae";"670058";"07-07-2015"
"";"Felimare orsinii (Vérany, 1846)";"Felimare orsinii (Vérany, 1846)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Nudibranchia";"Chromodorididae";"670051";"02-09-2018"
"";"Felimare tricolor (Cantraine, 1835)";"Felimare tricolor (Cantraine, 1835)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Nudibranchia";"Chromodorididae";"670050";"02-09-2018"
"";"Felimida binza (Ev. Marcus & Er. Marcus, 1963)";"Felimida binza (Ev. Marcus & Er. Marcus, 1963)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Nudibranchia";"Chromodorididae";"712882";"26-08-2017"
"";"Felimida luteorosea (Rapp, 1827)";"Felimida luteorosea (Rapp, 1827)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Nudibranchia";"Chromodorididae";"670040";"23-06-2014"
"";"Ferula communis L., 1753";"Ferula communis L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Apiales";"Apiaceae";"98020";"08-05-2018"
"";"Ficedula albicollis (Temminck, 1815)";"Ficedula albicollis (Temminck, 1815)";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Muscicapidae";"4327";"24-04-2017"
"";"Ficedula hypoleuca (Pallas, 1764)";"Ficedula hypoleuca (Pallas, 1764)";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Muscicapidae";"4330";"01-05-2017"
"";"Ficus carica L., 1753";"Ficus carica L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Rosales";"Moraceae";"98653";"12-05-2018"
"";"Filago pygmaea L., 1753";"Filago pygmaea L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"98698";"25-04-2014"
"";"Filago pyramidata L., 1753";"Filago pyramidata L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"98699";"13-05-1986"
"";"Filistata insidiatrix (Forsskål, 1775)";"Filistata insidiatrix (Forsskål, 1775)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Filistatidae";"457260";"25-05-1988"
"";"Finaloniscus franciscoloi (Brian, 1951)";"Finaloniscus franciscoloi (Brian, 1951)";"Crabes, crevettes, cloportes et mille-pattes";"Animalia";"Malacostraca";"Isopoda";"Trichoniscidae";"237127";"16-04-1981"
"";"Flabellia petiolata (Turra) Nizam., 1987";"Flabellia petiolata (Turra) Nizam., 1987";"Plantes, mousses et fougères";"Plantae";"Ulvophyceae";"Bryopsidales";"Udoteaceae";"370682";"05-09-2017"
"";"Flabellina affinis (Gmelin, 1791)";"Flabellina affinis (Gmelin, 1791)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Nudibranchia";"Flabellinidae";"63971";"26-08-2017"
"";"Foeniculum vulgare Mill., 1768";"Foeniculum vulgare Mill., 1768";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Apiales";"Apiaceae";"98756";"19-08-2016"
"";"Fraxinus ornus L., 1753 subsp. ornus";"Fraxinus ornus L., 1753 subsp. ornus";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Oleaceae";"134718";"08-05-2018"
"";"Fringilla coelebs Linnaeus, 1758";"Fringilla coelebs Linnaeus, 1758";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Fringillidae";"4564";"09-05-2019"
"";"Frontinellina frutetorum (C.L. Koch, 1834)";"Frontinellina frutetorum (C.L. Koch, 1834)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Linyphiidae";"1451";"28-09-2011"
"";"Fumaria bastardii Boreau, 1847";"Fumaria bastardii Boreau, 1847";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Ranunculales";"Papaveraceae";"99051";"24-04-2020"
"";"Fumaria capreolata L., 1753 subsp. capreolata";"Fumaria capreolata L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Ranunculales";"Papaveraceae";"134761";"12-05-2018"
"";"Fumaria capreolata L., 1753 var. capreolata";"Fumaria capreolata L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Ranunculales";"Papaveraceae";"147195";"09-05-1983"
"";"Fumaria capreolata L., 1753";"Fumaria capreolata L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Ranunculales";"Papaveraceae";"99062";"11-05-2018"
"";"Fumaria officinalis f. officinalis";"Fumaria officinalis L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Ranunculales";"Papaveraceae";"134778";"08-05-1983"
"";"Galathea squamifera Leach, 1814";"Galathea squamifera Leach, 1814";"Crabes, crevettes, cloportes et mille-pattes";"Animalia";"Malacostraca";"Decapoda";"Galatheidae";"18478";"11-07-2016"
"";"Galathea strigosa (Linnaeus, 1761)";"Galathea strigosa (Linnaeus, 1761)";"Crabes, crevettes, cloportes et mille-pattes";"Animalia";"Malacostraca";"Decapoda";"Galatheidae";"18479";"02-08-2019"
"";"Galium album Mill., 1768";"Galium album Mill., 1768";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Gentianales";"Rubiaceae";"99366";"14-05-1986"
