"";"Name quoted";"Valide Name";"Simplified group";"Kingdom";"Class";"Order";"Family";"CD_NOM";"Date of the last observation"
"";"Tegenaria domestica (Clerck, 1758)";"Tegenaria domestica (Clerck, 1758)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Agelenidae";"1843";"02-06-2010"
"";"Tegenaria femoralis Simon, 1873";"Tegenaria femoralis Simon, 1873";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Agelenidae";"233177";"28-09-2011"
"";"Leptyphantes tenuis (Blackwall, 1852)";"Tenuiphantes tenuis (Blackwall, 1852)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Linyphiidae";"1374";"24-05-1988"
"";"Tenuiphantes tenuis (Blackwall, 1852)";"Tenuiphantes tenuis (Blackwall, 1852)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Linyphiidae";"233787";"02-06-2010"
"";"Testacella haliotidea Draparnaud, 1801";"Testacella haliotidea Draparnaud, 1801";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Stylommatophora";"Testacellidae";"163089";"31-12-1995"
"";"Testudo hermanni Gmelin, 1789";"Testudo hermanni Gmelin, 1789";"Amphibiens et reptiles";"Animalia";"";"Chelonii";"Testudinidae";"77433";"01-01-2000"
"";"Tethea or (Denis & Schiffermüller, 1775)";"Tethea or (Denis & Schiffermüller, 1775)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Drepanidae";"248399";"24-06-2011"
"";"Tetragnatha montana Simon, 1874";"Tetragnatha montana Simon, 1874";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Tetragnathidae";"1529";"28-09-2011"
"";"Tetragnatha obtusa C.L. Koch, 1837";"Tetragnatha obtusa C.L. Koch, 1837";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Tetragnathidae";"1532";"25-05-1988"
"";"Tettigonia viridissima (Linnaeus, 1758)";"Tettigonia viridissima (Linnaeus, 1758)";"Insectes et araignées";"Animalia";"Insecta";"Orthoptera";"Tettigoniidae";"65774";"01-09-2016"
"";"Teucrium flavum L., 1753 subsp. flavum";"Teucrium flavum L., 1753 subsp. flavum";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Lamiaceae";"141565";"14-01-2009"
"";"Teucrium flavum subsp. glaucum (Jord. & Fourr.) Ronniger, 1918";"Teucrium flavum subsp. glaucum (Jord. & Fourr.) Ronniger, 1918";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Lamiaceae";"141566";"31-07-2008"
"";"Teucrium marum L., 1753";"Teucrium marum L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Lamiaceae";"126006";"05-06-2020"
"";"Teucrium massiliense L., 1762";"Teucrium massiliense L., 1762";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Lamiaceae";"126007";"21-05-2015"
"";"Textrix caudata L. Koch, 1872";"Textrix caudata L. Koch, 1872";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Agelenidae";"1827";"24-05-1988"
"";"Thalassoma pavo (Linnaeus, 1758)";"Thalassoma pavo (Linnaeus, 1758)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Labridae";"69886";"06-08-2019"
"";"Thanatus vulgaris Simon, 1870";"Thanatus vulgaris Simon, 1870";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Philodromidae";"457387";"15-05-2014"
"";"Theligonum cynocrambe L., 1753";"Theligonum cynocrambe L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Gentianales";"Rubiaceae";"126268";"13-05-1986"
"";"Theridion genistae Simon, 1873";"Theridion genistae Simon, 1873";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Theridiidae";"234133";"25-05-1988"
"";"Theridion hannoniae Denis, 1945";"Theridion hannoniae Denis, 1945";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Theridiidae";"234136";"02-06-2010"
"";"Theridion mystaceum L. Koch, 1870";"Theridion mystaceum L. Koch, 1870";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Theridiidae";"1291";"25-05-1988"
"";"Thomisus onustus Walckenaer, 1805";"Thomisus onustus Walckenaer, 1805";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Thomisidae";"1604";"15-05-2014"
"";"Thremma sardoum Costa, 1884";"Thremma sardoum Costa, 1884";"Insectes et araignées";"Animalia";"Insecta";"Trichoptera";"Uenoidae";"78889";"14-10-1981"
"";"Thunnus alalunga (Bonnaterre, 1788)";"Thunnus alalunga (Bonnaterre, 1788)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Scombridae";"70409";"05-09-2017"
"";"Thunnus thynnus (Linnaeus, 1758)";"Thunnus thynnus (Linnaeus, 1758)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Scombridae";"70418";"05-09-2017"
"";"Thuridilla hopei (Vérany, 1853)";"Thuridilla hopei (Vérany, 1853)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"";"Plakobranchidae";"63462";"11-07-2016"
"";"Thyatira batis (Linnaeus, 1758)";"Thyatira batis (Linnaeus, 1758)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Drepanidae";"248401";"24-06-2011"
"";"Thyene imperialis (Rossi, 1846)";"Thyene imperialis (Rossi, 1846)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Salticidae";"234057";"30-05-2000"
"";"Thymelaea tartonraira (L.) All., 1785";"Thymelaea tartonraira (L.) All., 1785";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malvales";"Thymelaeaceae";"126479";"23-05-2008"
"";"Tibicina corsica corsica (Rambur, 1840)";"Tibicina corsica corsica (Rambur, 1840)";"Insectes et araignées";"Animalia";"Insecta";"Hemiptera";"Cicadidae";"701757";"06-07-1977"
"";"Tilloidea unifasciata (Fabricius, 1787)";"Tilloidea unifasciata (Fabricius, 1787)";"Insectes et araignées";"Animalia";"Insecta";"Coleoptera";"Cleridae";"234680";"27-06-1990"
"";"Tinodes agaricinus Mosely, 1930";"Tinodes agaricinus Mosely, 1930";"Insectes et araignées";"Animalia";"Insecta";"Trichoptera";"Psychomyiidae";"232599";"14-10-1981"
"";"Tinodes maclachlani Kimmins, 1966";"Tinodes maclachlani Kimmins, 1966";"Insectes et araignées";"Animalia";"Insecta";"Trichoptera";"Psychomyiidae";"232604";"14-10-1981"
"";"Tinodes waeneri (Linnaeus, 1758)";"Tinodes waeneri (Linnaeus, 1758)";"Insectes et araignées";"Animalia";"Insecta";"Trichoptera";"Psychomyiidae";"78998";"14-10-1981"
"";"Tiroloscia corsica (Dollfus, 1888)";"Tiroloscia corsica (Dollfus, 1888)";"Crabes, crevettes, cloportes et mille-pattes";"Animalia";"Malacostraca";"Isopoda";"Philosciidae";"237062";"10-06-2013"
"";"Tmarus piger (Walckenaer, 1802)";"Tmarus piger (Walckenaer, 1802)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Thomisidae";"914";"28-09-2011"
"";"Tmarus stellio Simon, 1875";"Tmarus stellio Simon, 1875";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Thomisidae";"916";"02-06-2010"
"";"Torilis arvensis (Huds.) Link, 1821";"Torilis arvensis (Huds.) Link, 1821";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Apiales";"Apiaceae";"126846";"05-05-1983"
"";"Torilis nodosa (L.) Gaertn., 1788";"Torilis nodosa (L.) Gaertn., 1788";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Apiales";"Apiaceae";"126865";"07-05-1983"
"";"Trachemys scripta elegans (Wied, 1839)";"Trachemys scripta elegans (Wied, 1839)";"Amphibiens et reptiles";"Animalia";"";"Chelonii";"Emydidae";"77425";"15-07-1994"
"";"Tradescantia fluminensis Vell., 1829";"Tradescantia fluminensis Vell., 1829";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Commelinales";"Commelinaceae";"126954";"10-06-2017"
"";"Tribulus terrestris L., 1753";"Tribulus terrestris L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Zygophyllales";"Zygophyllaceae";"127131";"22-09-2019"
"";"Tricleocarpa fragilis (L.) Huisman & R.A.Townsend, 1993";"Tricleocarpa fragilis (L.) Huisman & R.A.Townsend, 1993";"Plantes, mousses et fougères";"Plantae";"Florideophyceae";"Nemaliales";"Galaxauraceae";"372115";"23-06-2014"
"";"Trifolium arvense L., 1753";"Trifolium arvense L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"127230";"29-08-2020"
"";"Trifolium bocconei Savi, 1808";"Trifolium bocconei Savi, 1808";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"608822";"13-05-1986"
"";"Trifolium campestre Schreb., 1804 var. campestre";"Trifolium campestre Schreb., 1804";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"152172";"09-05-1983"
"";"Trifolium cherleri L., 1755";"Trifolium cherleri L., 1755";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"127269";"06-06-2018"
"";"Trifolium glomeratum L., 1753";"Trifolium glomeratum L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"127326";"06-06-2018"
"";"Trifolium ligusticum Balb. ex Loisel., 1807";"Trifolium ligusticum Balb. ex Loisel., 1807";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"127364";"13-05-1986"
"";"Trifolium nigrescens Viv., 1808 subsp. nigrescens";"Trifolium nigrescens Viv., 1808 subsp. nigrescens";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"141878";"14-05-1986"
"";"Trifolium repens L., 1753 var. repens";"Trifolium repens L., 1753 var. repens";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"152226";"07-06-2010"
"";"Trifolium scabrum L., 1753";"Trifolium scabrum L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"127470";"13-05-1986"
"";"Trifolium stellatum L., 1753";"Trifolium stellatum L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"127491";"18-04-2018"
"";"Trifolium subterraneum L., 1753";"Trifolium subterraneum L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"127498";"30-04-2017"
"";"Trifolium tomentosum L., 1753";"Trifolium tomentosum L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"127506";"13-05-1986"
"";"Tringa totanus (Linnaeus, 1758)";"Tringa totanus (Linnaeus, 1758)";"Oiseaux";"Animalia";"Aves";"Charadriiformes";"Scolopacidae";"2586";"11-05-2017"
"";"Tripterygion delaisi Cadenat & Blache, 1970";"Tripterygion delaisi Cadenat & Blache, 1970";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Tripterygiidae";"70002";"26-08-2017"
"";"Tripterygion melanurum Guichenot, 1850";"Tripterygion melanurum Guichenot, 1850";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Tripterygiidae";"780765";"03-07-2019"
"";"Tripterygion tripteronotum (Risso, 1810)";"Tripterygion tripteronotum (Risso, 1810)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Tripterygiidae";"70006";"03-07-2019"
"";"Troglodytes troglodytes (Linnaeus, 1758)";"Troglodytes troglodytes (Linnaeus, 1758)";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Troglodytidae";"3967";"01-06-2015"
"";"Truncatella subcylindrica (Linnaeus, 1767)";"Truncatella subcylindrica (Linnaeus, 1767)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Littorinimorpha";"Truncatellidae";"62209";"31-12-1995"
"";"Truncatellina callicratis (Scacchi, 1833)";"Truncatellina callicratis (Scacchi, 1833)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Stylommatophora";"Truncatellinidae";"163013";"31-12-1995"
"";"Truncatellina cylindrica (J.B. Férussac, 1807)";"Truncatellina cylindrica (J.B. Férussac, 1807)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Stylommatophora";"Truncatellinidae";"163012";"31-12-1995"
"";"Tuberaria guttata (L.) Fourr., 1868";"Tuberaria guttata (L.) Fourr., 1868";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malvales";"Cistaceae";"127901";"08-05-2018"
"";"Tuberaria praecox (Salzm. ex Boiss. & Reut.) Grosser, 1903";"Tuberaria praecox (Salzm. ex Boiss. & Reut.) Grosser, 1903";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malvales";"Cistaceae";"127908";"24-04-1985"
"";"Turdus merula Linnaeus, 1758";"Turdus merula Linnaeus, 1758";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Turdidae";"4117";"20-05-2019"
"";"Tursiops truncatus (Montagu, 1821)";"Tursiops truncatus (Montagu, 1821)";"Mammifères";"Animalia";"Mammalia";"Cetartiodactyla";"Delphinidae";"60927";"27-02-2015"
"";"Typhloceras poppei poppei Wagner, 1903";"Typhloceras poppei poppei Wagner, 1903";"Insectes et araignées";"Animalia";"Insecta";"Siphonaptera";"Hystrichopsyllidae";"251891";"20-04-1984"
"";"Uloborus plumipes Lucas, 1846";"Uloborus plumipes Lucas, 1846";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Uloboridae";"1054";"12-07-2013"
"";"Uloborus walckenaerius Latreille, 1806";"Uloborus walckenaerius Latreille, 1806";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Uloboridae";"1053";"02-06-2010"
"";"Umbilicus rupestris (Salisb.) Dandy, 1948";"Umbilicus rupestris (Salisb.) Dandy, 1948";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Saxifragales";"Crassulaceae";"128215";"18-05-2018"
"";"Upupa epops Linnaeus, 1758";"Upupa epops Linnaeus, 1758";"Oiseaux";"Animalia";"Aves";"Bucerotiformes";"Upupidae";"3590";"06-04-2010"
"";"Uromenus brevicollis (Fischer, 1853)";"Uromenus brevicollis (Fischer, 1853)";"Insectes et araignées";"Animalia";"Insecta";"Orthoptera";"Tettigoniidae";"65675";"01-09-2016"
"";"Urospermum dalechampii (L.) Scop. ex F.W.Schmidt, 1795";"Urospermum dalechampii (L.) Scop. ex F.W.Schmidt, 1795";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"128255";"07-06-2018"
"";"Urtica atrovirens Req. ex Loisel., 1827";"Urtica atrovirens Req. ex Loisel., 1827";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Rosales";"Urticaceae";"128263";"30-04-2017"
"";"Urtica pilulifera L., 1753";"Urtica pilulifera L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Rosales";"Urticaceae";"128291";"25-04-2017"
"";"Urtica urens L., 1753";"Urtica urens L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Rosales";"Urticaceae";"128298";"24-02-1983"
"";"Valantia muralis L., 1753";"Valantia muralis L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Gentianales";"Rubiaceae";"128367";"08-05-1983"
"";"Valerianella microcarpa Loisel., 1810";"Valerianella microcarpa Loisel., 1810";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Dipsacales";"Caprifoliaceae";"128479";"30-04-2017"
"";"Valonia macrophysa Kütz., 1843";"Valonia macrophysa Kütz., 1843";"Plantes, mousses et fougères";"Plantae";"Ulvophyceae";"Siphonocladales";"Valoniaceae";"366178";"08-06-2013"
"";"Vanessa atalanta (Linnaeus, 1758)";"Vanessa atalanta (Linnaeus, 1758)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Nymphalidae";"53741";"19-10-2018"
"";"Vanneaugobius dollfusi Brownell, 1978";"Vanneaugobius dollfusi Brownell, 1978";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Gobiidae";"849117";"24-07-2009"
"";"Verbascum blattaria L., 1753";"Verbascum blattaria L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Scrophulariaceae";"128543";"07-06-2010"
"";"Verbascum thapsus L., 1753";"Verbascum thapsus L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Scrophulariaceae";"128660";"27-07-2016"
"";"Veronica anagallis-aquatica L., 1753 subsp. anagallis-aquatica";"Veronica anagallis-aquatica L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Plantaginaceae";"161315";"13-05-1980"
"";"Veronica arvensis L., 1753";"Veronica arvensis L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Plantaginaceae";"128801";"13-05-1986"
"";"Veronica persica Poir., 1808";"Veronica persica Poir., 1808";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Plantaginaceae";"128956";"04-06-2019"
"";"Vespa crabro Linnaeus, 1758";"Vespa crabro Linnaeus, 1758";"Insectes et araignées";"Animalia";"Insecta";"Hymenoptera";"Vespidae";"52886";"31-08-2019"
"";"Vesperus luridus (Rossi, 1794)";"Vesperus luridus (Rossi, 1794)";"Insectes et araignées";"Animalia";"Insecta";"Coleoptera";"Vesperidae";"12202";"15-09-2020"
