datelastmodified	basisofrecord	country	stateprovince	institutioncode	collectioncode	catalognumber	kingdom	phylum	taxonclass	ordem	family	genus	species	subspecies	scientificname	scientificnameauthor	typestatus	yearcollected	monthcollected	daycollected	collector	collectornumber	fieldnumber	julianday	timeofday	identifiedby	yearidentified	monthidentified	dayidentified	continentocean	county	locality	verbatimlatitude	verbatimlongitude	longitude	latitude	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode	historyofdeposit	depositor	yeardeposited	monthdeposited	daydeposited	isolatedfrom	isolator	isolationmethod	conditionsforgrowth	geneticallymodified	genotype	mutant	race	alternatestate	strainproperties	strainapplications	formofsupply	restrictions	biologicalrisks	pathogenicity
2022-05-09T10:45:56	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130250	Animalia	Chordata			Serranidae	Epinephelus	adscensionis		Epinephelus adscensionis			1983	07	12	P. S. B. Barbosa, E. B. Santana, E. C. Perrone & J. L. Helmer					E. C. Perrone	1983				Serra	Praia de Capuba - Jacaraípe	-20,203	-40,195	-40.195	-20.203									1				<nO>Coletado em poça. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:53	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	3684	Animalia	Chordata			Pomacentridae	Stegastes	rocasensis		Stegastes rocasensis	(Emery, 1972)		2018	10		C. R. Pimentel & L. Benevides					C. R. Pimentel & R. C. Andrades						Praia do Boldró, Fernando de Noronha	-3,844	-32,429	-32.429	-3.844								Formol 10% --> Álcool 70%	14				<nO>Óleo de cravo / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:56	PreservedSpecimen	Brasil		UFES	CIUFES	1882	Animalia	Chordata			Scombridae	Auxis	thazard		Auxis thazard	(Lacepede 1800)		2010	05	07	E. F. Mazzei					T. Simon							-21,2	-39,96666667	-39.96666667	-21.2								Formol 10% -> Álcool 70%	1				<nO>2112#?#S/ 3958#?#W; Presente;</nO>																					
2022-05-09T10:46:00	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3005	Animalia	Chordata			Syngnathidae							2012	04		R. M. Macieira										Guarapari	Guarapari	-20,6	-40,5	-40.5	-20.6								Álcool 93%	1				<nO>Amostragem SISBIOTA. Coordenadas estimas posteriormente no Google Earth. ; Presente;</nO>																					
2022-05-09T10:45:35	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	865	Animalia	Chordata			Apogonidae	Phaeoptyx	pigmentaria		Phaeoptyx pigmentaria	(Poey, 1860)		2008	01	30						C. R. Pimentel	2008	06	12		Guarapari	Ilha Escalvada (face norte)	-20,7	-40,4	-40.4	-20.7								Formol 10% -> Álcool 70%	1				<nO>Coletado com puçá em mergulho autônomo; Projeto do V. C. Brilhante; 20S 42' /40W 24'; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3559	Animalia	Chordata			Gobiidae	Coryphopterus	dicrus		Coryphopterus dicrus	Böhlke & Robins, 1960		2017	04	11	J. C. Joyeux					J. C. Joyeux					Linhares	Recifes ao norte da Foz do Rio Doce, Regência	-19,643	-39,813	-39.813	-19.643								Álcool 92,8%	5				<nO>Recife 6 / mergulho + quinaldine / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:59	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	496	Animalia	Chordata			Scorpaenidae	Scorpaena	brasiliensis		Scorpaena brasiliensis	(Cuvier, 1829)		2001	07	29	J-C. Joyeux et al.										Vitória	Baía de Vitória	-20,3	-40,3	-40.3	-20.3								Formol 10% -> Álcool 70%	2				<nO>Coletado com rede de arrasto. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:44	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	132	Animalia	Chordata			Gobiidae	Gobiosoma	hemigymnum		Gobiosoma hemigymnum	(Eigenmann & Eigenmann, 1888)		2005	11	15	R. M. Macieira, J-C. Joyeux & J. L. Gasparini										Anchieta	Praia dos Castelhanos	-20,83	-40,61	-40.61	-20.83								Formol 10% -> Álcool 70%	1				<nO>Poça 04; Coletado com puçá; 20S 50' /40W 37'; Presente;</nO>																					
2022-05-09T10:45:35	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	191	Animalia	Chordata			Acanthuridae	Acanthurus	chirurgus		Acanthurus chirurgus	Bloch, 1787		2006	08	24	J-C. Joyeux & R. M. Macieira										Anchieta	Praia dos Castelhanos	-20,83	-40,61	-40.61	-20.83								Formol 10% -> Álcool 70%	1				<nO>20S 50' /40W 37'; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130782	Animalia	Chordata			Carangidae	Oligoplites	sp.		Oligoplites sp.			1982	04	03	C. Zamprogno & J. L. Helmer										Vitória	Ilha do Frade	-20,301	-40,279	-40.279	-20.301									3				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:54	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2057	Animalia	Chordata			Scaridae	Sparisoma	sp.		Sparisoma sp.			2011	04	17	Expedição Cadeia Vitória-Trindade					L. B. C. Xavier						Banco Vitoria	-20,673	-37,888	-37.888	-20.673								Álcool 92,8%	1				<nO>Expedição Cadeia Vitória-Trindade 2011 (lote #111). Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:33	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3433	Animalia	Chordata			Clupeidae	Opisthonema	oglinum		Opisthonema oglinum	(Lesueur, 1818)		2017	02	20	C. C. Villar					C. C. Villar					Vila Velha	Praia de Itapuã	-20,353	-40,283	-40.283	-20.353								Formol 10% -> Álcool 70%	2				<nO>Capturado com rede de cerco por pescadores / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:55	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1841	Animalia	Chordata			Sciaenidae	Menticirrhus	americanus		Menticirrhus americanus	(Agassiz, 1829)		1999	07	23	R. L. Teixeira					L.M.Sarmento-Soares					Aracruz	Barra do Sahy	-19,82	-40,273	-40.273	-19.82								Álcool 70%	6				<nO>19º49'13"S /40º16'23"W; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	3938	Animalia	Chordata			Priacanthidae	Heteropriacanthus	cruentatus		Heteropriacanthus cruentatus	(Lacepède, 1801)		2019	10	28	J.C. Joyeux, J.L. Gasparini					J.C. Joyeux, J.L. Gasparini						Fernando de Noronha - Cagarras profundas, PE	-3,865	-32,415	-32.415	-3.865								Formol 10% --> Álcool 70%	1				<nO>LAR 2760 / 05-22m / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Bahia	UFES	CIUFES	2569	Animalia	Chordata			Blenniidae	Scartella	cristata		Scartella cristata	(Linnaeus, 1758)		2013	03	15	J.A. Alves					J-C. Joyeux						Parque Nacional Marinho, Abrolhos	-17,967	-38,698	-38.698	-17.967								Álcool 92,8%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:58	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130556	Animalia	Chordata			Achiridae	Trinectes	paulistanus		Trinectes paulistanus	(Ribeiro, 1915)		1983	04	15	J. L. Helmer					R. T. C. Ramos	2007	11	08		Vitória	Praia de Camburi	-20,31	-40,34	-40.34	-20.31								Álcool 70%	3				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:33	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3718	Animalia	Chordata			Synodontidae	Saurida	brasiliensis		Saurida brasiliensis	Norman 1935		2019	01	26	V. Amaral, C. Vilar, R. C. Andrades & F. Toscano					H. Guabiroba					Linhares	Rio Doce, Regência, Estuário (Externo)	-19,41111	-39,46573	-39.46573	-19.41111								Formol 10% --> Álcool 70%	3				<nO>Arrasto com portas/ RD4U3 / Coordenadas obtidas in situ.; Presente;</nO>																					
2022-05-09T10:45:51	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130934	Animalia	Chordata			Labrisomidae	Malacoctenus	delalandii		Malacoctenus delalandii	(Valenciennes, 1836)		1982	04	03	J. L. Helmer & C. Zamprogno					E. C. Perrone	1987	09	11		Vitória	Ilha do Frade	-20,301	-40,279	-40.279	-20.301									1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:41	PreservedSpecimen	Brasil	Rio Grande do Norte	UFES	CIUFES	2764	Animalia	Chordata			Gobiidae	Bathygobius	aff. antilliensis		Bathygobius aff. antilliensis	Tornabene, Baldwin & Pezold, 2010		2013	05	27	R. M. Macieira ; T. Simon & J. L. Gasparini					R. M. Macieira & T. Simon						Barreta Falsa, Atol das Rocas	-3,857	-33,818	-33.818	-3.857								Álcool 99%	7				<nO>Coletado com puçá. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:46:01	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3043	Animalia	Chordata			Arhynchobatidae	Rioraja	agassizii		Rioraja agassizii	(Müller & Henle, 1841)		2013	11	20	L. R. Bonesi					L. R. Bonesi					Aracruz	Barra do Sahy	-19,82	-40,273	-40.273	-19.82								Formol 10% -> Álcool 70%	1				<nO>Coordenadas estimadas posteriormente no Google Earth. Arrasto. MIM - EJA 41445; Presente;</nO>																					
2022-05-09T10:45:54	PreservedSpecimen	Brasil	Ceará	UFES	CIUFES	3616	Animalia	Chordata			Scaridae	Sparisoma	axillare		Sparisoma axillare	(Steindachner, 1878)		2015	08		R. Andrades, R. Macieira, J-C. Joyeux, T. Giarrizzo & J. A. Reis-Filho					R. Andrades					Jericoacoara	Jericoacoara	-2,787	-40,522	-40.522	-2.787								Gelo -> Formol 10%	4				<nO>Poças de maré + Eugenol / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-11-30T14:57:07	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3637	Animalia	Chordata			Achiridae	Trinectes	microphthalmus		Trinectes microphthalmus	(Chabanaud, 1928)		2018	10	22	H.C. Guabiroba, V. L. A. Rodrigues, R. Andrades, C. Vilar					H. C. Guabiroba					Linhares	Rio Doce, Regência	-19,659	-39,818	-39.818	-19.659								Formol 10% -> Álcool 70%	17				<nO>Arrasto com portas / 1U-1 / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:34	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4245	Animalia	Chordata			Gobiidae	Ctenogobius	boleosoma		Ctenogobius boleosoma	(Jordan & Gilbert 1882)		2020	07		H. Guabiroba & R. Andrades					H. Guabiroba & R. Andrades					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	38				<nO>Picaré + peneira / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:53	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	131779	Animalia	Chordata			Pomacentridae	Abudefduf	saxatilis		Abudefduf saxatilis	Linnaeus, 1758		1982	06	24	E. B. Santana & E. C. Perrone										Vila Velha	Ilha Pituã	-20,35	-40,28	-40.28	-20.35									3				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:50	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	864	Animalia	Chordata			Labrisomidae	Malacoctenus	aff. triangulatus		Malacoctenus aff. triangulatus	(Springer, 1959)		2008	01	30						C. R. Pimentel	2008	06	12		Guarapari	Ilha Escalvada (face norte)	-20,7	-40,4	-40.4	-20.7								Formol 10% -> Álcool 70%	1				<nO>Coletado com puçá em mergulho autônomo; Projeto do V. C. Brilhante; 20S 42' /40W 24'; Presente;</nO>																					
2022-05-09T10:45:35	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1976	Animalia	Chordata			Mugilidae	Mugil	liza		Mugil liza	(Valenciennes, 1836 )		2008	02	19	H. T. Pinheiro					H. T. Pinheiro.					Itapemirim	Ilha dos Franceses	-20,926	-40,752	-40.752	-20.926								Formol 10% -> Álcool 70%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:52	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	811	Animalia	Chordata			Polynemidae	Polydactylus	virginicus		Polydactylus virginicus	(Linnaeus, 1758)		2008	04	02	J-C. Joyeux et al. (turma de Nectologia 1)					C. R. Pimentel	2008	04	18		Vitória	Praia de Camburi	-20,31	-40,34	-40.34	-20.31					0.5	0.5		Formol 10% -> Álcool 70%	2				<nO>Coletado com rede picaré; ± 10 m de extensão & ± 3 minutos de duração de arrasto; 20S 16' 00" /40W 16' 03"; Presente;</nO>																					
2022-05-09T10:45:49	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130905	Animalia	Chordata			Labridae	Halichoeres	poeyi		Halichoeres poeyi	(Steindachner, 1867)		1978	05	15	Tedesco										Vila Velha	Praia do Farol - Santa Luzia	-20,3	-40,2	-40.2	-20.3									1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:52	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	2551	Animalia	Chordata			Opistognathidae	Opistognathus	aurifrons		Opistognathus aurifrons	(Jordan & Thompson, 1905)		2013	04	08	R. M. Macieira & T. Simon					R. M. Macieira					Fernando de Noronha	Cabeço Submarino	-3,824	-32,409	-32.409	-3.824								Álcool 96%	1				<nO>Coletado com Puçá + Q. Foto R. M. Macieira. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	3690	Animalia	Chordata			Blenniidae	Ophioblennius	trinitatis		Ophioblennius trinitatis	Miranda Ribeiro, 1919		2018	10		C. R. Pimentel & L. Benevides					C. R. Pimentel & R. C. Andrades						Praia do Boldró, Fernando de Noronha	-3,844	-32,429	-32.429	-3.844								Formol 10% --> Álcool 70%	12				<nO>Óleo de cravo / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:32	PreservedSpecimen	Brasil	Paraíba	UFES	CIUFES	1705	Animalia	Chordata			Ophichthidae	Bascanichthys	paulensis		Bascanichthys paulensis	(Storey, 1939)		1987	09	23	R.Rosa					J. L. Gasparini					João Pessoa	Praia do Cabo Branco. Cabo Branco.(Zona de Preservação Ambiental)	-7,147	-34,795	-34.795	-7.147								Álcool 70%	2				<nO>7º08'52"S /34º47'44"W; Presente;</nO>																					
2022-12-15T10:28:33	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4657	Animalia	Chordata			Clupeidae	Lile	piquitinga		Lile piquitinga	(Schreiner & Miranda Ribeiro, 1903)		2021	06	19	H. Guabiroba & F. Toscano					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	6				<nO>Peneira + picaré / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:57	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	131517	Animalia	Chordata			Trichiuridae	Trichiurus	lepturus		Trichiurus lepturus	(Linnaeus, 1758)		1973	10	03	Maria de Lourdes & Beatriz					C. R. Pimentel	2007	09	06		Vitória	Praia de Camburi	-20,31	-40,34	-40.34	-20.31								Álcool 70%	3				<nO>Filhote de espada; Tipo de coleta: arrastão. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:33	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130815	Animalia	Chordata			Engraulidae	Cetengraulis	edentulus		Cetengraulis edentulus	(Cuvier, 1828)		1980	06	28	J. L. Helmer					C. Zamprogno					Vitória	Baía de Camburi	-20,31	-40,33	-40.33	-20.31									8				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:49	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2145	Animalia	Chordata			Labridae	Halichoeres	sp.		Halichoeres sp.			2011	04	12	Expedição Cadeia Vitória-Trindade											Banco Dogaressa	-20,917	-33,677	-33.677	-20.917								Álcool 92,8%	2				<nO>Coletado com puçá + Q. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:46:01	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	874	Animalia	Chordata			Dasyatidae	Dasyatis	guttata		Dasyatis guttata	(Bloch & Schneider, 1801)		2008	04		H. T. Pinheiro					C. R. Pimentel	2008	06	18		Anchieta	Litoral de Anchieta	-20,83	-40,62	-40.62	-20.83								Formol 10% -> Álcool 70%	1				<nO>Coletado por rede de arrasto tipo balão. Coordenadas estimadas posteriormente no Google Earth.; Presente; SUBFAMILIA:Dasyatinae;</nO>																					
2022-05-09T10:45:49	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2092	Animalia	Chordata			Labridae	Doratonotus	megalepis		Doratonotus megalepis	Gunther, 1862		2011	06	02	R. M. Macieira & J. L. Gasparini					R. M. Macieira					Aracruz	Barra do Riacho	-19,829	-40,061	-40.061	-19.829								Formol 10% -> Álcool 70%	6				<nO>IMETAME. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:46:00	PreservedSpecimen	Brasil	Bahia	UFES	CIUFES	3273	Animalia	Chordata			Scorpaenidae	Scorpaenodes	caribbaeus		Scorpaenodes caribbaeus	(Meek & Hildebrand, 1928)		2015	01	12	R. M. Macieira, C. L. S. Sampaio					R. M. Macieira					Salvador	Iate, Baía de Todos os Santos	-12.97	-38.51	-38.51	-12.97								Formol 10% -> Álcool 70%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1195	Animalia	Chordata			Blenniidae	Parablennius	marmoreus		Parablennius marmoreus	(Poey, 1875)		2008	02	12	V. C. Brilhante et al.					C. R. Pimentel & L. B. Stocco	2009	02	16		Guarapari	RAM Victory 8B	-20,675	-40,365	-40.365	-20.675								Formol 10% -> Álcool 70%	1				<nO>Coletado com puçá em mergulho autônomo; Projeto do V. C. Brilhante. 357820,71m & / 7713135,58m S; Presente;</nO>																					
2022-05-09T10:45:51	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1648	Animalia	Chordata			Labrisomidae	Malacoctenus	triangulatus		Malacoctenus triangulatus	(Springer, 1959)		1998	02	03	J. L. Gasparini & M. B. Collodetti					J. L. Gasparini					Vitória	Ilha do Boi. Poças da Gaeta I	-20,319	-40,338	-40.338	-20.319								Álcool 70%	1				<nO>20º19'09"S /40º20'16"W; Presente;</nO>																					
2022-12-15T10:28:33	PreservedSpecimen	0		UFES	CIUFES	4042	Animalia	Chordata				#Value!	#value!		#Value! #value!																				0	0													<nO>Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130115	Animalia	Chordata			Chaetodontidae	Chaetodon	sedentarius		Chaetodon sedentarius			1985	07		Barco Charmoso					E. C. Perrone	1986	04	25		Linhares	Ao largo da foz do Rio Doce - Regência	-19,65	-39,815	-39.815	-19.65									12				<nO>Fauna acompanhante da pesca do camarão com rede de arrasto. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130534	Animalia	Chordata			Eleotridae	Dormitator	maculatus		Dormitator maculatus	(Bloch, 1790)		1981	03	30	J. L. Helmer & C. Zamprogno										Piúma	Fazenda Carvalho - Rio Novo - Monte Aghá	-20,83	-40,7	-40.7	-20.83									12				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:46:01	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3916	Animalia	Chordata			Trygonorrhinidae	Zapteryx	brevirostris		Zapteryx brevirostris	(Müller & Henle, 1841)		2019	11	16	H. Guabiroba et al.					H. Guabiroba					Aracruz	Piraquê-açú, ES (externo)	-19,57361	-40,05126	-40.05126	-19.57361								Formol 10% --> Álcool 70%	1				<nO>Arrasto com portas/ PA4U3 / Coordenadas obtidas in situ.; Presente;</nO>																					
2022-05-09T10:45:51	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1927	Animalia	Chordata			Lutjanidae	Lutjanus	jocu		Lutjanus jocu	(Bloch & Schneider, 1801)		2005	08	19	J. M. Madureira & H. T. Pinheiro					H. T. Pinheiro					Itapemirim	Ilha dos Franceses	-20,926	-40,752	-40.752	-20.926								Formol 10% -> Álcool 70%	1				<nO>Recife rochoso. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Bahia	UFES	CIUFES	3271	Animalia	Chordata			Blenniidae	Ophioblennius	trinitatis		Ophioblennius trinitatis	(Miranda Ribeiro, 1919)		2015	01	12	R. M. Macieira, C. L. S. Sampaio					R. M. Macieira					Salvador	Iate, Baía de Todos os Santos	-12.97	-38.51	-38.51	-12.97								Formol 10% -> Álcool 70%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:53	PreservedSpecimen	0		UFES	CIUFES	3078	Animalia	Chordata			Pomacentridae	Stegastes	lubbocki		Stegastes lubbocki	(Allen & Smith, 1992)					P. Wirtz											Ilha de Ascenção	-7,94	-14,35	-14.35	-7.94								Álcool 96%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
