datelastmodified	basisofrecord	country	stateprovince	institutioncode	collectioncode	catalognumber	kingdom	phylum	taxonclass	ordem	family	genus	species	subspecies	scientificname	scientificnameauthor	typestatus	yearcollected	monthcollected	daycollected	collector	collectornumber	fieldnumber	julianday	timeofday	identifiedby	yearidentified	monthidentified	dayidentified	continentocean	county	locality	verbatimlatitude	verbatimlongitude	longitude	latitude	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode	historyofdeposit	depositor	yeardeposited	monthdeposited	daydeposited	isolatedfrom	isolator	isolationmethod	conditionsforgrowth	geneticallymodified	genotype	mutant	race	alternatestate	strainproperties	strainapplications	formofsupply	restrictions	biologicalrisks	pathogenicity
2022-05-09T10:45:32	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3052	Animalia	Chordata			Batrachoididae	Porichthys	porosissimus		Porichthys porosissimus	(Cuvier, 1829)		2013	09		L. R. Bonesi					L. R. Bonesi					Aracruz	Barra do Riacho	-19,829	-40,061	-40.061	-19.829								Formol 10% -> Álcool 70%	1				<nO>Coordenadas estimadas posteriormente no Google Earth. MM - EJA 41525; Presente;</nO>																					
2022-05-09T10:45:42	PreservedSpecimen	Brasil	Rio de Janeiro	UFES	CIUFES	1334	Animalia	Chordata			Gobiidae	Bathygobius	soporator		Bathygobius soporator	(Valenciennes, 1837)		1991	11	27	R. Z. P. Guimarães					R. Z. P. Guimarães					Saquarema	Lagora de Saquarema	-22,93	-42,48	-42.48	-22.93								Formol 10% -> Álcool 70%	5				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:51	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130968	Animalia	Chordata			Lutjanidae							1978	01	15	J. L. Helmer										Guarapari	Barra do rio Una	-20,65	-40,51	-40.51	-20.65									1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:50	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1652	Animalia	Chordata			Labrisomidae	Labrisomus	sp.		Labrisomus sp.			1998	10	12	J. L. Gasparini & D.Gaggiato					L.M.Sarmento-Soares					Vitória	Ilha do Boi	-20,31	-40,277	-40.277	-20.31								Álcool 70%	2				<nO>L. nuchipinnis. 20º19'09"S /40º20'16"W; Presente;</nO>																					
2022-05-09T10:45:42	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	2556	Animalia	Chordata			Gobiidae	Coryphopterus	aff. venezuelae		Coryphopterus aff. venezuelae	(Cervignón, 1966)		2013	04	08	R. M. Macieira & T. Simon					R. M. Macieira					Fernando de Noronha	Cabeço Submarino	-3,824	-32,409	-32.409	-3.824								Álcool 96%	1				<nO>Coletado com Puçá + Q. Foto R. M. Macieira. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:34	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3187	Animalia	Chordata			Gobiesocidae	Tomicodon	sp.		Tomicodon sp.			2014	07	14	R. M. Macieira; R. Andrades; G. C. C. Ferreira; B. C. Cruz					R. M. Macieira	2014	07	14		Vitória	Ilha do Boi	-20,31	-40,277	-40.277	-20.31								Álcool 99%	1				<nO>Colerado com puçá. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:47	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	507	Animalia	Chordata			Haemulidae	Haemulon	parra		Haemulon parra	(Desmarest, 1823)		2003	05	25	R. M. Macieira					R. M. Macieira					Anchieta	Praia dos Castelhanos	-20,83	-40,61	-40.61	-20.83								Formol 10% -> Álcool 70%	1				<nO>Coletado com puçá em poça de maré; 20S 50' /40w 37'; Presente;</nO>																					
2022-05-09T10:45:58	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130871	Animalia	Chordata			Paralichthyidae	Citharichthys	arenaceus		Citharichthys arenaceus	Evermann & Marsh, 1902		1981	08	22	C. Zamprogno & J. L. Helmer					C. Zamprogno					Piúma	Praia de Acaiaca	-20,83	-40,7	-40.7	-20.83									5				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	550	Animalia	Chordata			Carangidae	Selene	vomer		Selene vomer	(Linnaeus, 1758)		2007	10	29	C. R. Pimentel & C. E. Stein					C. R. Pimentel	2007	11	06		Vitória	Praia de Camburi	-20,31	-40,34	-40.34	-20.31								Formol 10% -> Álcool 70%	1				<nO>Coletado com rede picaré próximo à CST; Indivíduos parasitados por copépoda Lerneanicus longiventris. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:51	PreservedSpecimen	Brasil	Rio Grande do Norte	UFES	CIUFES	2758	Animalia	Chordata			Labrisomidae	Starksia	multilepis		Starksia multilepis	Williams & Mounts, 2003		2013	05	27	R. M. Macieira ; T. Simon & J. L. Gasparini					R. M. Macieira & T. Simon						Barretão, Atol das Rocas	-3,857	-33,818	-33.818	-3.857								Álcool 99%	3				<nO>Coletado com Puçá. Foto R. M. Macieira. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:34	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3068	Animalia	Chordata			Gobiesocidae	Gobiesox	barbatulus		Gobiesox barbatulus	(Starks, 1913)		2014	02	22	R. M. Macieira					R. M. Macieira					Anchieta	Maricultura, Baía do Benevente	-20,8	-40,655	-40.655	-20.8								Álcool 99%	2				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:51	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	941	Animalia	Chordata			Lutjanidae	Lutjanus	synagris		Lutjanus synagris	(Linnaeus, 1758)		2006	11	21	T. Simon et al.					C. R. Pimentel & L. B. Stocco	2008	08	14		Guarapari	Litoral de Guarapari	-20,7	-40,3	-40.3	-20.7								Formol 10% -> Álcool 70%	1				<nO>Coletado com linha de mão com isca de peixe. 356683 m S/7710805 m E; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Bahia	UFES	CIUFES	2621	Animalia	Chordata			Blenniidae	Scartella	cristata		Scartella cristata	(Linnaeus, 1758)		2012	02	10	M. Hora					J-C. Joyeux					Barra Grande	Taipú de Fora	-13,906	-38,928	-38.928	-13.906								Álcool 92,8%	1				<nO>Coletado em arrasto. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:34	PreservedSpecimen	São Tomé & Príncipe		UFES	CIUFES	180	Animalia	Chordata			Aulostomidae	Aulostomus	maculatus		Aulostomus maculatus	Valenciennes, 1845		2006	02	11	J. L. Gasparini et al.											Lagoa Azul, São Tomé	0,406	6,6105	6.6105	0.406					5	5			1				<nO>Coletado em fundo recifal. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:35	PreservedSpecimen	São Tomé & Príncipe		UFES	CIUFES	142	Animalia	Chordata			Blenniidae	Entomacrodus	cadenati		Entomacrodus cadenati			2006	02	09	J. L. Gasparini											Ilhéu Santana; São Tomé	0,241	6,759	6.759	0.241													<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1225	Animalia	Chordata			Blenniidae	Parablennius	marmoreus		Parablennius marmoreus	(Poey, 1875)		2008	01	30	V. C. Brilhante et al.					C. R. Pimentel & L. B. Stocco	2009	03	02		Guarapari	RAM Victory 8B	-20,675	-40,365	-40.365	-20.675								Formol 10% -> Álcool 70%	1				<nO>Coletado com puçá em mergulho autônomo; Projeto do V. C. Brilhante. 357820,71m & / 7713135,58m S; Presente;</nO>																					
2022-05-09T10:45:33	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130621	Animalia	Chordata			Clupeidae	Sardinella	janeiro		Sardinella janeiro	Eigenmann, 1894		1981	02	11	C. Zamprogno										Vitória	Mercado de peixes da Praia do Suá	-20,31	-40,29	-40.29	-20.31									2				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:46:01	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3469	Animalia	Chordata			Carcharhinidae	Rhizoprionodon	porosus		Rhizoprionodon porosus	(Poey, 1861)		2016	09	10	V. L. A. Rodrigues					V. L. A. Rodrigues					Aracruz	Barra do Riacho	-19,853	-40,060	-40.06	-19.853								Formol 10% -> Álcool 70%	2				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4662	Animalia	Chordata			Gerreidae	Diapterus	sp.		Diapterus sp.			2021	06	18	H. Guabiroba & F. Toscano					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	12				<nO>Peneira + picaré / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-11-30T14:57:07	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4413	Animalia	Chordata			Cynoglossidae	Symphurus	tessellatus		Symphurus tessellatus	(Quoy & Gaimard, 1824)		2021	11	26	F. Toscano et. al.					H. Guabiroba & F. Toscano					Linhares/Aracruz	Comboios, Linhares/Aracruz (externo)	-19,45936	-39,57545	-39.57545	-19.45936								Formol 10% --> Álcool 70%	1				<nO>Arrasto com portas/ SD13A3/ Coordenadas obtidas in situ.; Presente;</nO>																					
2022-05-09T10:45:43	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	383	Animalia	Chordata			Gobiidae	Ctenogobius	boleosoma		Ctenogobius boleosoma	(Jordan & Gilbert, 1882)		2002	02	27	J-C. Joyeux					J.-C. Joyeux & R. M. Macieira					Vitória	Mangue da sala da mata (Ufes)	-20,27	-40,3	-40.3	-20.27								Formol 10% -> Álcool 70%	4				<nO>Coletado à noite. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:41	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2942	Animalia	Chordata			Gobiidae	Awaous	tajasica		Awaous tajasica	(Lichtenstein, 1822)		1988	06	04	J. L. Gasparini; V.H. Gasparini					J. L. Gasparini					Vitória	Praia de Camburi	-20,31	-40,34	-40.34	-20.31								Formol 10% -> Álcool 70%	14				<nO>Coordenadas estimas posteriormente no Google Earth. UFRJ 5360; Presente;</nO>																					
2022-05-09T10:45:31	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	556	Animalia	Chordata			Albulidae	Albula	vulpes		Albula vulpes	Linnaeus, 1758		2007	10	29	C. R. Pimentel & C. E. Stein					J.-C. Joyeux & C. R. Pimentel	2007	11	12		Vitória	Praia de Camburi	-20,31	-40,34	-40.34	-20.31								Formol 10% -> Álcool 70%	2				<nO>Coletado com rede picaré próximo à CST; Estágio larval. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:33	PreservedSpecimen	0		UFES	CIUFES	4012	Animalia	Chordata				#Value!	#value!		#Value! #value!																				0	0													<nO>Presente;</nO>																					
2022-05-09T10:45:50	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	2897	Animalia	Chordata			Labrisomidae	Malacoctenus	aff. triangulatus		Malacoctenus aff. triangulatus	(Springer, 1959)		2013	08	06	J. L. Gasparini; S. R. Floeter; C. E. L. Ferreira					J. L. Gasparini					Fernando de Noronha	Cagarras Rasas	-3,824	-32,409	-32.409	-3.824					10	10		Formol 10% -> Álcool 70%	1				<nO>Coletado com puçá. SISBIO 29687-4. Coordenadas estimadas posteriormente no Google Earth. Coleta realizada entre os dias 6 & 10/VIII/2013.; Presente;</nO>																					
2022-05-09T10:45:35	PreservedSpecimen	Brasil	Ceará	UFES	CIUFES	3619	Animalia	Chordata			Acanthuridae	Acanthurus	chirurgus		Acanthurus chirurgus	(Bloch, 1787)		2015	08		R. Andrades, R. Macieira, J-C. Joyeux, T. Giarrizzo & J. A. Reis-Filho					R. Andrades					Jericoacoara	Jericoacoara	-2,790	-40,525	-40.525	-2.79								Gelo -> Formol 10%	2				<nO>Poças de maré + Eugenol / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:46:01	PreservedSpecimen	0		UFES	CIUFES	2470	Animalia	Chordata				#Value!			#Value!						L. B. Rabelo					L. B. Rabelo									0	0													<nO>Reservado para Raia.; Presente;</nO>																					
2022-05-09T10:46:00	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2850	Animalia	Chordata			Syngnathidae	Syngnathus	scovelli		Syngnathus scovelli	(Evermann & Kendall, 1896)		2005	03	16	C. C. Villar; D. M. Rosa; J. M. Fernades					C. C. Villar					Vitória	Ilha do Frade	-20,301	-40,279	-40.279	-20.301								Formol 10% -> Álcool 70%	1				<nO>Coletado com rede de arrasto do tipo picaré. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:53	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	131427	Animalia	Chordata			Pomacentridae	Stegastes	rocasensis		Stegastes rocasensis	(Emery, 1972)		1998	04	09	Liana Mendes					J. L. Gasparini					Fernando de Noronha	Buraco da Raquel	-3,899	-32,416	-32.416	-3.899									1				<nO>Poça de maré (61,0 cm SVL). Coordenadas estimadas posteriormente noo Google Earth; Presente;</nO>																					
2022-05-09T10:45:32	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130658	Animalia	Chordata			Atherinopsidae	Atherinella	brasiliensis		Atherinella brasiliensis	(Quoy & Gaimard, 1824)		1982	11	01	E. C. Perrone, R. L. Teixeira & W. N. Correia					E. C. Perrone	1985	06	10		Serra	Praia de Manguinhos - Jacaraipe	-20,203	-40,195	-40.195	-20.203									2				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:46	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	2538	Animalia	Chordata			Gobiidae	Lythrypnus	sp.		Lythrypnus sp.			2013	04	07	R. M. Macieira & T. Simon					R. M. Macieira					Fernando de Noronha	Cabeço da Caieira	-3,824	-32,409	-32.409	-3.824								Álcool 96%	7				<nO>Coletado com Puçá + Q. Foto R. M. Macieira. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1159	Animalia	Chordata			Blenniidae	Parablennius	marmoreus		Parablennius marmoreus	(Poey, 1875)		2008	02	08	V. C. Brilhante et al.					C. R. Pimentel & L. B. Stocco	2009	01	21		Guarapari	Ilha Rasa de Fora	-20,657	-40,51	-40.51	-20.657								Formol 10% -> Álcool 70%	1				<nO>Coletado com puçá em mergulho autônomo; Projeto do V. C. Brilhante. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:43	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	362	Animalia	Chordata			Gobiidae	Ctenogobius	stigmaticus		Ctenogobius stigmaticus	(Poey, 1860)		2003	06	06	J-C. Joyeux					J.-C. Joyeux	2003	06	06			Rio Piraquê-açú, Caieiras	-19,92	-40,17	-40.17	-19.92								Formol 10% -> Álcool 70%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:42	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	482	Animalia	Chordata			Gobiidae	Bathygobius	soporator		Bathygobius soporator	(Valenciennes, 1837)		2004	02	17	J-C. Joyeux					C. R. Pimentel	2007	10	15		Aracruz	Entre Praia Grande & Praia Escondida	-19,93	-40,12	-40.12	-19.93								Formol 10% -> Álcool 70%	1				<nO>Coletado com puçá em poça de maré. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:55	PreservedSpecimen	0		UFES	CIUFES	131721	Animalia	Chordata			Sciaenidae	Stellifer	stellifer		Stellifer stellifer	(Bloch, 1790)																			0	0									5				<nO>Presente;</nO>																					
2022-05-09T10:46:01	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1663	Animalia	Chordata			Tetraodontidae	Sphoeroides	sp.		Sphoeroides sp.			2004	10	14	R. L. Teixeira					R. L. Teixeira					Vitória	Ilha do Frade	-20,319	-40,338	-40.338	-20.319								Álcool 70%	1				<nO>S. spengleri; 20º19'09"S /40º20'16"W; Presente;</nO>																					
2022-12-15T10:28:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4261	Animalia	Chordata			Auchenipteridae	Pseudauchenipterus	affinis		Pseudauchenipterus affinis	(Steindachner 1877)		2020	11		H. Guabiroba & R. Andrades					H. Guabiroba & R. Andrades					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	8				<nO>Rede de arrasto / Coordenadas estimadas posteriormente no Google Earth / Indivíduos deformados - com "tumores"; Presente;</nO>																					
2022-11-30T14:57:07	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130834	Animalia	Chordata			Gerreidae	Eugerres	brasilianus		Eugerres brasilianus	(Cuvier, 1830)		1977	11	18	Maria das Graças M. Freitas					C. Zamprogno					Serra	Lagoa Jacuném	-20,203	-40,195	-40.195	-20.203									1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:58	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130369	Animalia	Chordata			Paralichthyidae	Citharichthys	spilopterus		Citharichthys spilopterus	(Günther, 1862)		1983	04	30	J. L. Helmer										Aracruz	Rio Piraquê-açú - Santa Cruz	-19,95	-40,17	-40.17	-19.95									1				<nO>Projeto CNEN. Coordenadas geográficas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4327	Animalia	Chordata			Sciaenidae	Paralonchurus	brasiliensis		Paralonchurus brasiliensis	(Steindachner, 1875)		2021	07	17	H. Guabiroba et. al.					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, Estuário (Externo)	-19,40938	-39,46793	-39.46793	-19.40938								Formol 10% --> Álcool 70%	1				<nO>Arrasto com portas/ RD4U2/ Coordenadas obtidas in situ.; Presente;</nO>																					
2022-05-09T10:45:53	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1427	Animalia	Chordata			Pomacentridae	Chromis	flavicauda		Chromis flavicauda			2000	02	26	D. A. Jório & J. L. Gasparini					R. M. Macieira & C. R. Pimentel	2009	08	25		Guarapari	Ilhas Rasas	-20,657	-40,51	-40.51	-20.657					25	25		Formol 10% -> Álcool 70%	2				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:53	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3219	Animalia	Chordata			Pomacentridae	Stegastes	pictus		Stegastes pictus	(Castelnau 1855)		2011	08	13	T. Simon & L. B. C. Xavier											Praia dos Andradas; Ilha da Trindade	-20,512	-29,317	-29.317	-20.512								Álcool 92,8%	1				<nO>Coletado com puçá + Q. Coordenadas estimadas posteriormente no Google Earth. Lote extraído de CIUFES 2206 (2206-2).; Presente;</nO>																					
2022-11-30T14:57:07	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130638	Animalia	Chordata			Cynoglossidae	Symphurus	tessellatus		Symphurus tessellatus	(Quoy & Gaimard, 1824)		1983	01	29	J. L. Helmer					A. C. Filho	2021	11	21		Aracruz	Rio Piraquê-açú - Santa Cruz	-19,95	-40,17	-40.17	-19.95									2				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3980	Animalia	Chordata			Pomacentridae	Stegastes	variabilis		Stegastes variabilis	(Castelnau, 1855)		2017	04	09	J.C. Joyeux					J.C. Joyeux					São Matheus	Recifes do Norte - Rio Doce, ES	-19,665	-39,813	-39.813	-19.665								Álcool 93%	1				<nO>R4 / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:44	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	770	Animalia	Chordata			Gobiidae	Lythrypnus	aff. spilus		Lythrypnus aff. spilus			2007	10	30	J-C. Joyeux, R. M. Macieira & V. C. Brilhante					C. R. Pimentel	2008	03	05		Guarapari	Ilhas Rasas	-20,657	-40,51	-40.51	-20.657								Formol 10% -> Álcool 70%	1				<nO>Coletado com puçá em mergulho autônomo. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:47	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	131535	Animalia	Chordata			Haemulidae	Anisotremus	moricandi		Anisotremus moricandi	(Ranzani, 1842)		1980	04	11	C. Zamprogno & J. L. Helmer										Vitória	Baía de Camburi	-20,31	-40,33	-40.33	-20.31									1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:42	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130483	Animalia	Chordata			Gobiidae	Bathygobius	soporator		Bathygobius soporator	(Valenciennes, 1837)		1982	04	03	C. Zamprogno, J. L. Helmer & R. L. Teixeira					C. Zamprogno	1982	03			Vitória	Ilha do Frade	-20,301	-40,279	-40.279	-20.301									3				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:53	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	131408	Animalia	Chordata			Pomacentridae	Stegastes	rocasensis		Stegastes rocasensis	(Emery, 1972)		1998	06	20	Liana Mendes					J. L. Gasparini					Fernando de Noronha	Buraco da Raquel	-3,899	-32,416	-32.416	-3.899									8				<nO>Poça de maré. Coordenadas estimadas posteriormente no Google Earth; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	2397	Animalia	Chordata			Callionymidae	Callionymus	bairdi		Callionymus bairdi	(Jordan, 1888)		2012	07	11	R. M. Macieira & H. T. Pinheiro					R. M. Macieira & H. T. Pinheiro					Fernando de Noronha	Portinho	-3,844	-32,409	-32.409	-3.844								Álcool 92,5%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4268	Animalia	Chordata			Gerreidae	Eucinostomus	argenteus		Eucinostomus argenteus	Baird & Girard 1855		2020	11		H. Guabiroba & R. Andrades					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1273	Animalia	Chordata			Chaenopsidae	Emblemariopsis	signifer		Emblemariopsis signifer	(Ginsburg, 1942)		2008	02	14	V. C. Brilhante et al.					C. R. Pimentel & L. B. Stocco	2009	03	12		Guarapari	Ilha Rasa de Dentro (lado abrigado)	-20,657	-40,51	-40.51	-20.657								Formol 10% -> Álcool 70%	1				<nO>Coletado com puçá em mergulho autônomo; Projeto do V. C. Brilhante. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:33	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	832	Animalia	Chordata			Engraulidae	Cetengraulis	edentulus		Cetengraulis edentulus	(Cuvier, 1828)		1999	09	24	J-C. Joyeux et al.										Vitória	Baía de Vitória	-20,3	-40,3	-40.3	-20.3								Formol 10% -> Álcool 70%	1				<nO>Coletado com rede de arrasto. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4556	Animalia	Chordata			Gerreidae	Diapterus	auratus		Diapterus auratus	Ranzani 1842		2021	05	06	F. Toscano et. al.					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	1				<nO>Arrasto com portas/ RD2UC3/ Coordenadas obtidas in situ.; Presente;</nO>																					
2022-05-09T10:45:32	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	330	Animalia	Chordata			Ophichthidae	Letharchus	aliculatus		Letharchus aliculatus	McCosker, 1974		2007	06	17	R. M. Macieira, J. L. Gasparini, C. R. Pimentel & P. S. de Jesus					R. M. Macieira					Anchieta	Ponta dos Castelhanos	-20,83	-40,61	-40.61	-20.83								Formol 10% -> Álcool 70%	1				<nO>Poça 02; Coletado com puçá; 20S 50' /40W 37'; Presente;</nO>																					
2022-05-09T10:45:41	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1832	Animalia	Chordata			Gerreidae	Diapterus	rhombeus		Diapterus rhombeus	(Cuvier, 1829)		1988	03	30	J. L. Gasparini & E. C. Dall'orto					L.M.Sarmento-Soares					Vitória	Pier de Camburi.	-20,319	-40,338	-40.338	-20.319								Álcool 70%	3				<nO>20º19'09"S /40º20'16"W; Presente;</nO>																					
2022-11-30T14:57:08	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3988	Animalia	Chordata			Syngnathidae	Pseudophallus	mindii		Pseudophallus mindii	(Meek & Hildebrand, 1923)		2019	09	05	F. Toscano et. al.					H. Guabiroba					Aracruz	Piraquê-Açú, ES (Externo)	-19,58223	-40,06177	-40.06177	-19.58223								Formol 10% --> Álcool 70%	1				<nO>Arrasto com portas/ PA6U1/ Coordenadas obtidas in situ.; Presente;</nO>																					
2022-05-09T10:45:54	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	131549	Animalia	Chordata			Sciaenidae							1979	07	17	J. L. Helmer										Vitória	Praia de Camburi	-20,31	-40,34	-40.34	-20.31									4				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:54	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1850	Animalia	Chordata			Scaridae	Cryptotomus	roseus		Cryptotomus roseus	(Cope, 1871)		1999	03	16	J. L. Gasparini, J.R.Floeter & L. A. Rocha					L.M.Sarmento-Soares					Guarapari	Ilha Escalvada	-20,65777778	-40,51083333	-40.51083333	-20.65777778								Álcool 70%	2				<nO>20º39'28"S /40º30'39"W; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1028	Animalia	Chordata			Blenniidae	Parablennius	marmoreus		Parablennius marmoreus	(Poey, 1875)		2008	02	23	M. da Hora & R. Gava					C. R. Pimentel & L. B. Stocco	2008	10	06		Guarapari	Lanterna de cultivo de ostras de Guarapari	-20,7	-40,51	-40.51	-20.7								Formol 10% -> Álcool 70%	11				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
