Family,Species,English,Species_indicator_list,Feeding_guild_code,Survey_Date,Year,Transect,Depth,Site,Actual_size,Amount,Size_Class,Median_size_class,Biomass_g
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/8/2015,2015,ARM04_5m_3,5m,ARM04,9,1,2,7,5.078104463
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/9/2015,2015,ARM12_15m_1,15m,ARM12,9,1,2,7,5.078104463
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/9/2015,2015,ARM12_5m_1,5m,ARM12,8,1,2,7,3.504057183
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/9/2015,2015,ARM12_5m_2,5m,ARM12,8,1,2,7,3.504057183
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/9/2015,2015,ARM12_5m_2,5m,ARM12,9,1,2,7,5.078104463
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/9/2015,2015,ARM12_5m_3,5m,ARM12,9,1,2,7,5.078104463
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/10/2015,2015,ARM05_15m_1,15m,ARM05,8,1,2,7,3.504057183
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/14/2015,2015,ARM01_5m_1,5m,ARM01,8,1,2,7,3.504057183
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/14/2015,2015,ARM08_15m_1,15m,ARM08,8,1,2,7,3.504057183
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/14/2015,2015,ARM08_5m_1,5m,ARM08,8,1,2,7,3.504057183
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/14/2015,2015,ARM08_5m_2,5m,ARM08,8,1,2,7,3.504057183
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/14/2015,2015,ARM01_5m_3,5m,ARM01,8,1,2,7,3.504057183
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,1/19/2015,2015,ARM09_2m_1,2m,ARM09,8,1,2,7,3.504057183
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/21/2015,2015,ARM01_15m_1,15m,ARM01,9,1,2,7,5.078104463
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/22/2015,2015,ARM02_15m_1,15m,ARM02,8,1,2,7,3.504057183
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/27/2015,2015,ARM06_5m_2,5m,ARM06,8,1,2,7,3.504057183
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/27/2015,2015,ARM06_5m_3,5m,ARM06,8,1,2,7,3.504057183
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/27/2015,2015,ARM06_5m_3,5m,ARM06,9,1,2,7,5.078104463
Carangidae,Caranx.melampygus,Bluefin.Trevally,Yes,PI,12/27/2015,2015,ARM06_5m_1,5m,ARM06,42,3,6,55,0.778991419
Carangidae,Caranx.melampygus,Bluefin.Trevally,Yes,PI,12/27/2015,2015,ARM06_5m_1,5m,ARM06,45,3,6,55,0.787057296
Cirrhitidae,Paracirrhites.forsteri,Forster's.Hawkfish,No,OM,12/2/2020,2020,ARM12_5m_1,5m,ARM12,8,1,2,7,5.116549026
Cirrhitidae,Paracirrhites.forsteri,Forster's.Hawkfish,No,OM,12/9/2020,2020,ARM01_15m_1,15m,ARM01,8,1,2,7,5.116549026
Blenniidae,other.blenny,other.blenny,No,OM,12/2/2020,2020,ARM12_5m_1,5m,ARM12,8,1,2,7,4.8196945
Blenniidae,Plagiotremus.tapeinosoma,Mimic.Blenny,No,PI,11/24/2020,2020,ARM01_5m_1,5m,ARM01,8,2,2,7,4.786654806
Labridae,Halichoeres.marginatus,Dusky.Wrasse,No,IN,12/10/2015,2015,ARM05_5m_1,5m,ARM05,9,1,2,7,9.522909814
Labridae,Halichoeres.marginatus,Dusky.Wrasse,No,IN,12/27/2015,2015,ARM06_5m_1,5m,ARM06,8,1,2,7,6.369934399
Labridae,Halichoeres.marginatus,Dusky.Wrasse,No,IN,12/27/2015,2015,ARM06_5m_1,5m,ARM06,9,1,2,7,9.522909814
Labridae,Halichoeres.marginatus,Dusky.Wrasse,No,IN,12/27/2015,2015,ARM06_5m_3,5m,ARM06,8,1,2,7,6.369934399
Carangidae,Caranx.melampygus,Bluefin.Trevally,Yes,PI,12/23/2020,2020,ARM04_5m_2,5m,ARM04,70,5,6,55,1.401214665
Labridae,Anampses.lineatus,Lined.Wrasse,No,IN,12/9/2020,2020,ARM01_15m_2,15m,ARM01,8,1,2,7,5.786031901
Labridae,Coris.formosa,Queen.Coris,No,OM,12/27/2015,2015,ARM02_5m_1,5m,ARM02,8,1,2,7,5.786031901
Labridae,Coris.formosa,Queen.Coris,No,OM,12/27/2015,2015,ARM06_5m_2,5m,ARM06,9,1,2,7,8.306519094
Labridae,Macropharyngodon.bipartitus,Rare.Wrasse,No,IN,12/9/2015,2015,ARM12_5m_1,5m,ARM12,8,1,2,7,5.786031901
Labridae,Macropharyngodon.bipartitus,Rare.Wrasse,No,IN,12/10/2015,2015,ARM05_5m_1,5m,ARM05,8,1,2,7,5.786031901
Labridae,Macropharyngodon.bipartitus,Rare.Wrasse,No,IN,12/10/2015,2015,ARM05_5m_1,5m,ARM05,9,1,2,7,8.306519094
Acanthuridae,Ctenochaetus.strigosus,Spotted.Bristletooth,Yes,HV,12/23/2020,2020,ARM02_5m_2,5m,ARM02,9,1,2,7,10.07534466
Labridae,Gomphosus.caeruleus,Bird.Wrasse,No,IN,12/8/2015,2015,ARM11_2m_1,2m,ARM11,8,1,2,7,5.79584
Labridae,Gomphosus.caeruleus,Bird.Wrasse,No,IN,12/8/2015,2015,ARM04_5m_2,5m,ARM04,8,1,2,7,5.79584
Labridae,Gomphosus.caeruleus,Bird.Wrasse,No,IN,12/14/2015,2015,ARM01_5m_1,5m,ARM01,8,1,2,7,5.79584
Labridae,Gomphosus.caeruleus,Bird.Wrasse,No,IN,12/14/2015,2015,ARM08_5m_1,5m,ARM08,8,1,2,7,5.79584
Labridae,Gomphosus.caeruleus,Bird.Wrasse,No,IN,12/27/2015,2015,ARM02_5m_1,5m,ARM02,8,1,2,7,5.79584
Labridae,Gomphosus.caeruleus,Bird.Wrasse,No,IN,12/27/2015,2015,ARM06_5m_2,5m,ARM06,8,1,2,7,5.79584
Labridae,Gomphosus.caeruleus,Bird.Wrasse,No,IN,12/27/2015,2015,ARM02_5m_3,5m,ARM02,9,1,2,7,8.25228
Labridae,Halichoeres.cosmetus,Adorned.Wrasse,No,IN,12/22/2015,2015,ARM02_15m_1,15m,ARM02,9,1,2,7,8.69094355
Labridae,Halichoeres.sp,other.wrasse,No,IN,12/9/2015,2015,ARM12_5m_1,5m,ARM12,9,1,2,7,8.69094355
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/10/2015,2015,ARM05_15m_1,15m,ARM05,9,2,2,7,10.15620893
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/14/2015,2015,ARM08_15m_1,15m,ARM08,9,2,2,7,10.15620893
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/14/2015,2015,ARM08_5m_3,5m,ARM08,9,2,2,7,10.15620893
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/21/2015,2015,ARM01_15m_1,15m,ARM01,8,2,2,7,7.008114367
Labridae,Halichoeres.hortulanus,Checkerboard.Wrasse,No,IN,11/26/2020,2020,ARM06_5m_1,5m,ARM06,9,1,2,7,9.984952663
Labridae,Halichoeres.hortulanus,Checkerboard.Wrasse,No,IN,12/9/2020,2020,ARM01_15m_1,15m,ARM01,8,1,2,7,6.960087213
Acanthuridae,Acanthurus.nigrofuscus,Brown.Surgeonfish,Yes,HV,12/14/2015,2015,ARM08_15m_1,15m,ARM08,9,1,2,7,11.95079929
Scaridae,Chlorurus.sordidus,Bullethead.Parrotfish,Yes,HV,12/8/2015,2015,ARM04_5m_1,5m,ARM04,9,1,2,7,12.46139285
Labridae,Stethojulis.albovittata,Bluelined.Wrasse,No,IN,12/8/2015,2015,ARM11_2m_1,2m,ARM11,9,1,2,7,11.05132043
Labridae,Stethojulis.albovittata,Bluelined.Wrasse,No,IN,12/9/2015,2015,ARM12_5m_1,5m,ARM12,8,1,2,7,7.691620701
Labridae,Stethojulis.albovittata,Bluelined.Wrasse,No,IN,12/14/2015,2015,ARM01_5m_1,5m,ARM01,8,1,2,7,7.691620701
Labridae,Stethojulis.albovittata,Bluelined.Wrasse,No,IN,12/14/2015,2015,ARM01_5m_1,5m,ARM01,9,1,2,7,11.05132043
Labridae,other.wrasse,other.wrasse,No,IN,11/27/2020,2020,ARM03_5m_3,5m,ARM03,8,1,2,7,7.484560642
Labridae,other.wrasse,other.wrasse,No,IN,11/24/2020,2020,ARM01_5m_1,5m,ARM01,9,1,2,7,10.59415329
Labridae,other.wrasse,other.wrasse,No,IN,12/10/2015,2015,ARM05_5m_1,5m,ARM05,9,1,2,7,10.59415329
Acanthuridae,Ctenochaetus.striatus,Lined.Bristletooth,Yes,HV,12/22/2020,2020,ARM10_2m_1,2m,ARM10,9,1,2,7,11.98533628
Cirrhitidae,Paracirrhites.arcatus,Ringeye.Hawkfish,No,OM,12/9/2020,2020,ARM01_15m_2,15m,ARM01,8,1,2,7,9.012794973
Labridae,Thalassoma.hardwicke,Sixbar.Wrasse,No,OM,12/14/2015,2015,ARM08_5m_1,5m,ARM08,8,1,2,7,7.411687868
Mullidae,Parupeneus.barberinus,Dash.and.Dot.Goatfish,Yes,OM,12/23/2020,2020,ARM04_5m_2,5m,ARM04,8,1,2,7,8.324288993
Mullidae,Parupeneus.barberinus,Dash.and.Dot.Goatfish,Yes,OM,12/8/2015,2015,ARM11_2m_1,2m,ARM11,8,1,2,7,8.324288993
Mullidae,Parupeneus.barberinus,Dash.and.Dot.Goatfish,Yes,OM,12/9/2015,2015,ARM12_15m_1,15m,ARM12,8,1,2,7,8.324288993
Mullidae,Parupeneus.barberinus,Dash.and.Dot.Goatfish,Yes,OM,12/9/2015,2015,ARM12_5m_1,5m,ARM12,9,1,2,7,11.83840494
Mullidae,Parupeneus.barberinus,Dash.and.Dot.Goatfish,Yes,OM,12/14/2015,2015,ARM01_5m_1,5m,ARM01,8,1,2,7,8.324288993
Serranidae,Epinephelus.fasciatus,Blacktip.Grouper,Yes,PI,12/2/2020,2020,ARM12_5m_1,5m,ARM12,8,1,2,7,8.406157174
Serranidae,Epinephelus.fasciatus,Blacktip.Grouper,Yes,PI,12/8/2015,2015,ARM11_2m_1,2m,ARM11,9,1,2,7,11.88463702
Labridae,Hemigymnus.fasciatus,Barred.Thicklip,No,IN,12/8/2015,2015,ARM11_2m_1,2m,ARM11,8,1,2,7,8.77056
Balistidae,Sufflamen.chrysopterum,Flagtail.Triggerfish,Yes,IN,11/27/2020,2020,ARM03_15m_1,15m,ARM03,8,1,2,7,9.228695134
Balistidae,Sufflamen.chrysopterum,Flagtail.Triggerfish,Yes,IN,12/21/2020,2020,ARM05_5m_3,5m,ARM05,9,1,2,7,13.04754236
Balistidae,Sufflamen.chrysopterum,Flagtail.Triggerfish,Yes,IN,12/2/2020,2020,ARM12_5m_1,5m,ARM12,8,1,2,7,9.228695134
Balistidae,Sufflamen.chrysopterum,Flagtail.Triggerfish,Yes,IN,12/9/2015,2015,ARM12_5m_1,5m,ARM12,8,1,2,7,9.228695134
Balistidae,Sufflamen.chrysopterum,Flagtail.Triggerfish,Yes,IN,12/10/2015,2015,ARM05_15m_1,15m,ARM05,8,1,2,7,9.228695134
Balistidae,Sufflamen.chrysopterum,Flagtail.Triggerfish,Yes,IN,12/10/2015,2015,ARM05_15m_1,15m,ARM05,9,1,2,7,13.04754236
Labridae,Labroides.dimidiatus,Blue.Streak.Cleaner.Wrasse,No,IN,12/8/2015,2015,ARM04_5m_1,5m,ARM04,9,3,2,7,15.23431339
Scaridae,other.parrotfish,other.parrotfish,Yes,HV,11/27/2020,2020,ARM03_15m_1,15m,ARM03,8,1,2,7,10.45415094
Pomacentridae,other.damselfish,other.damselfish,No,PI,12/9/2020,2020,ARM01_15m_2,15m,ARM01,9,1,2,7,15.22881
Pomacentridae,other.damselfish,other.damselfish,No,PI,12/9/2015,2015,ARM12_5m_1,5m,ARM12,8,1,2,7,10.69568
Pomacentridae,Pomacentrus.sulfureus,Sulfur.Damsel,No,OM,1/19/2015,2015,ARM09_2m_1,2m,ARM09,9,4,2,7,15.309
Acanthuridae,Ctenochaetus.truncatus,Indian.Goldring.Bristletooth,Yes,HV,12/2/2020,2020,ARM12_5m_2,5m,ARM12,9,1,2,7,15.6359885
Acanthuridae,Zebrasoma.desjardinii,Indian.Sailfin.Tang,Yes,HV,12/9/2020,2020,ARM01_15m_1,15m,ARM01,8,1,2,7,11.02052669
Acanthuridae,Paracanthurus.hepatus,Palette.Surgeonfish,Yes,HV,12/2/2020,2020,ARM12_15m_2,15m,ARM12,9,1,2,7,15.6359885
Acanthuridae,Ctenochaetus.truncatus,Indian.Goldring.Bristletooth,Yes,HV,12/6/2015,2015,ARM04_15m_1,15m,ARM04,9,1,2,7,15.6359885
Acanthuridae,Ctenochaetus.truncatus,Indian.Goldring.Bristletooth,Yes,HV,12/8/2015,2015,ARM11_2m_1,2m,ARM11,8,1,2,7,11.02052669
Acanthuridae,Ctenochaetus.truncatus,Indian.Goldring.Bristletooth,Yes,HV,12/8/2015,2015,ARM03_5m_3,5m,ARM03,9,1,2,7,15.6359885
Acanthuridae,Ctenochaetus.truncatus,Indian.Goldring.Bristletooth,Yes,HV,12/14/2015,2015,ARM01_5m_1,5m,ARM01,8,1,2,7,11.02052669
Acanthuridae,Ctenochaetus.truncatus,Indian.Goldring.Bristletooth,Yes,HV,12/27/2015,2015,ARM02_5m_2,5m,ARM02,8,1,2,7,11.02052669
Labridae,Gomphosus.caeruleus,Bird.Wrasse,No,IN,12/14/2015,2015,ARM08_5m_2,5m,ARM08,8,2,2,7,11.59168
Labridae,Gomphosus.caeruleus,Bird.Wrasse,No,IN,12/14/2015,2015,ARM08_5m_2,5m,ARM08,9,2,2,7,16.50456
Labridae,Gomphosus.caeruleus,Bird.Wrasse,No,IN,12/27/2015,2015,ARM02_5m_2,5m,ARM02,8,2,2,7,11.59168
Acanthuridae,Acanthurus.leucosternon,Powderblue.Surgeonfish,Yes,HV,12/23/2020,2020,ARM02_5m_1,5m,ARM02,8,1,2,7,12.42487091
Acanthuridae,Acanthurus.leucosternon,Powderblue.Surgeonfish,Yes,HV,12/22/2020,2020,ARM11_2m_1,2m,ARM11,9,1,2,7,17.52703295
Acanthuridae,Acanthurus.leucosternon,Powderblue.Surgeonfish,Yes,HV,12/14/2015,2015,ARM01_5m_3,5m,ARM01,8,1,2,7,12.42487091
Labridae,Bodianus.diana,Diana's.hogfish,No,OM,12/9/2020,2020,ARM09_2m_2,2m,ARM09,9,2,2,7,19.5602372
Labridae,Thalassoma.hebraicum,Goldbar.Wrasse,No,IN,12/8/2015,2015,ARM11_2m_1,2m,ARM11,8,1,2,7,13.87008
Labridae,Thalassoma.hebraicum,Goldbar.Wrasse,No,IN,12/14/2015,2015,ARM08_5m_3,5m,ARM08,8,1,2,7,13.87008
Labridae,Thalassoma.hebraicum,Goldbar.Wrasse,No,IN,12/27/2015,2015,ARM02_5m_2,5m,ARM02,9,1,2,7,19.74861
Pomacanthidae,Centropyge.acanthops,Orangeback.Angelfish,Yes,IN,11/25/2020,2020,ARM07_15m_2,15m,ARM07,8,1,2,7,13.18070303
Pomacanthidae,Centropyge.multispinis,Dusky.Angelfish,Yes,IN,12/7/2015,2015,ARM03_15m_1,15m,ARM03,8,1,2,7,13.18070303
Pomacanthidae,Centropyge.multispinis,Dusky.Angelfish,Yes,IN,12/7/2015,2015,ARM03_15m_1,15m,ARM03,9,1,2,7,18.52547555
Pomacanthidae,Centropyge.multispinis,Dusky.Angelfish,Yes,IN,12/8/2015,2015,ARM11_2m_1,2m,ARM11,8,1,2,7,13.18070303
Pomacanthidae,Centropyge.multispinis,Dusky.Angelfish,Yes,IN,12/8/2015,2015,ARM03_5m_2,5m,ARM03,9,1,2,7,18.52547555
Pomacanthidae,Centropyge.multispinis,Dusky.Angelfish,Yes,IN,12/8/2015,2015,ARM04_5m_3,5m,ARM04,9,1,2,7,18.52547555
Pomacanthidae,Centropyge.multispinis,Dusky.Angelfish,Yes,IN,12/9/2015,2015,ARM12_15m_1,15m,ARM12,9,1,2,7,18.52547555
Pomacanthidae,Centropyge.multispinis,Dusky.Angelfish,Yes,IN,12/10/2015,2015,ARM05_5m_2,5m,ARM05,8,1,2,7,13.18070303
Pomacanthidae,Centropyge.multispinis,Dusky.Angelfish,Yes,IN,12/10/2015,2015,ARM05_5m_2,5m,ARM05,9,1,2,7,18.52547555
Pomacanthidae,Centropyge.multispinis,Dusky.Angelfish,Yes,IN,12/10/2015,2015,ARM05_5m_3,5m,ARM05,8,1,2,7,13.18070303
Pomacanthidae,Centropyge.multispinis,Dusky.Angelfish,Yes,IN,12/14/2015,2015,ARM08_15m_1,15m,ARM08,8,1,2,7,13.18070303
Pomacanthidae,Centropyge.multispinis,Dusky.Angelfish,Yes,IN,1/19/2015,2015,ARM09_2m_1,2m,ARM09,9,1,2,7,18.52547555
Pomacanthidae,Centropyge.multispinis,Dusky.Angelfish,Yes,IN,12/21/2015,2015,ARM01_15m_1,15m,ARM01,8,1,2,7,13.18070303
Pomacanthidae,Centropyge.multispinis,Dusky.Angelfish,Yes,IN,12/23/2015,2015,ARM06_15m_1,15m,ARM06,8,1,2,7,13.18070303
Pomacanthidae,Centropyge.multispinis,Dusky.Angelfish,Yes,IN,12/27/2015,2015,ARM06_5m_1,5m,ARM06,9,1,2,7,18.52547555
Pomacanthidae,Centropyge.multispinis,Dusky.Angelfish,Yes,IN,12/27/2015,2015,ARM02_5m_3,5m,ARM02,9,1,2,7,18.52547555
Cirrhitidae,Paracirrhites.forsteri,Forster's.Hawkfish,No,OM,11/27/2020,2020,ARM03_15m_2,15m,ARM03,9,3,2,7,22.25267873
Cirrhitidae,Paracirrhites.forsteri,Forster's.Hawkfish,No,OM,12/23/2020,2020,ARM04_15m_1,15m,ARM04,9,3,2,7,22.25267873
Chaetodontidae,Chaetodon.citrinellus,Speckled.Butterflyfish,Yes,IN,12/23/2020,2020,ARM02_5m_3,5m,ARM02,8,1,2,7,13.10588824
Labridae,Stethojulis.albovittata,Bluelined.Wrasse,No,IN,12/14/2015,2015,ARM01_5m_3,5m,ARM01,9,2,2,7,22.10264085
Labridae,other.wrasse,other.wrasse,No,IN,12/21/2020,2020,ARM05_5m_1,5m,ARM05,9,2,2,7,21.18830659
Labridae,other.wrasse,other.wrasse,No,IN,12/2/2020,2020,ARM08_5m_1,5m,ARM08,8,2,2,7,14.96912128
Carangidae,Caranx.melampygus,Bluefin.Trevally,Yes,PI,11/26/2020,2020,ARM06_15m_2,15m,ARM06,44,14,6,55,3.660630823
Balistidae,Odonus.niger,Red.Tooth.Triggerfish,Yes,OM,12/10/2015,2015,ARM05_15m_1,15m,ARM05,9,1,2,7,21.60560047
Acanthuridae,Zebrasoma.scopas,Twotone.Tang,Yes,HV,12/8/2015,2015,ARM03_5m_3,5m,ARM03,8,1,2,7,15.78729789
Acanthuridae,Zebrasoma.scopas,Twotone.Tang,Yes,HV,12/10/2015,2015,ARM05_5m_1,5m,ARM05,8,1,2,7,15.78729789
Acanthuridae,Zebrasoma.scopas,Twotone.Tang,Yes,HV,12/23/2015,2015,ARM06_15m_1,15m,ARM06,9,1,2,7,22.5048901
Acanthuridae,Zebrasoma.scopas,Twotone.Tang,Yes,HV,12/27/2015,2015,ARM02_5m_2,5m,ARM02,8,1,2,7,15.78729789
Acanthuridae,Ctenochaetus.striatus,Lined.Bristletooth,Yes,HV,12/8/2015,2015,ARM11_2m_1,2m,ARM11,8,2,2,7,16.6715889
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,11/24/2020,2020,ARM01_5m_1,5m,ARM01,9,1,2,7,22.43353971
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,11/27/2020,2020,ARM03_15m_1,15m,ARM03,8,1,2,7,15.81901447
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,11/27/2020,2020,ARM03_15m_2,15m,ARM03,8,1,2,7,15.81901447
