OpCode,Family,Species,Longitude,Latitude
R40,Chaetodontidae,Chaetodon lunula,46.390547,-9.365082
R40,Chaetodontidae,Chaetodon bennetti,46.390547,-9.365082
R40,Chaetodontidae,Chaetodon auriga,46.390547,-9.365082
R40,Serranidae,Cephalopholis sonnerati,46.390547,-9.365082
R40,Serranidae,Cephalopholis nigripinnis,46.390547,-9.365082
R40,Pomacanthidae,Centropyge multispinis,46.390547,-9.365082
R40,Carcharhinidae,Carcharhinus amblyrhynchos,46.390547,-9.365082
R40,Carangidae,Caranx melampygus,46.390547,-9.365082
R40,Carangidae,Caranx ignobilis,46.390547,-9.365082
R40,Scaridae,Calotomus carolinus,46.390547,-9.365082
R40,Balistidae,Balistoides viridescens,46.390547,-9.365082
R40,Lutjanidae,Aphareus furca,46.390547,-9.365082
R40,Serranidae,Aethaloperca rogaa,46.390547,-9.365082
R40,Acanthuridae,Acanthurus tennentii,46.390547,-9.365082
R41,Carcharhinidae,Carcharhinus amblyrhynchos,46.368836,-9.365262
R41,Dasyatidae,Bathytoshia lata,46.368836,-9.365262
R41,Carcharhinidae, sp,46.368836,-9.365262
R42,Acanthuridae,Zebrasoma scopas,46.370832,-9.367393
R42,Zanclidae,Zanclus cornutus,46.370832,-9.367393
R42,Serranidae,Variola sp,46.370832,-9.367393
R42,Labridae,Thalassoma genivittatum,46.370832,-9.367393
R42,Balistidae,Sufflamen bursa,46.370832,-9.367393
R42,Sphyraenidae,Sphyraena barracuda,46.370832,-9.367393
R42,Scaridae,Scarus tricolor,46.370832,-9.367393
R42,Scaridae,Scarus festivus,46.370832,-9.367393
R42,Pomacanthidae,Pygoplites diacanthus,46.370832,-9.367393
R42,Labridae,Pseudocheilinus evanidus,46.370832,-9.367393
R42,Serranidae,Pseudanthias squamipinnis,46.370832,-9.367393
R42,Serranidae,Pseudanthias bicolor,46.370832,-9.367393
R42,Pomacanthidae,Pomacanthus imperator,46.370832,-9.367393
R42,Serranidae,Plectropomus leopardus,46.370832,-9.367393
R42,Serranidae,Plectropomus laevis,46.370832,-9.367393
R42,Mullidae,Parupeneus macronemus,46.370832,-9.367393
R42,Mullidae,Parupeneus cyclostomus,46.370832,-9.367393
R42,Labridae,Oxycheilinus digramma,46.370832,-9.367393
R42,Microdesmidae,Nemateleotris magnifica,46.370832,-9.367393
R42,Carcharhinidae,Negaprion acutidens,46.370832,-9.367393
R42,Acanthuridae,Naso vlamingii,46.370832,-9.367393
R42,Lethrinidae,Monotaxis grandoculis,46.370832,-9.367393
R42,Balistidae,Melichthys indicus,46.370832,-9.367393
R42,Lutjanidae,Macolor niger,46.370832,-9.367393
R42,Lutjanidae,Lutjanus monostigma,46.370832,-9.367393
R42,Lutjanidae,Lutjanus gibbus,46.370832,-9.367393
R42,Lutjanidae,Lutjanus ehrenbergii,46.370832,-9.367393
R42,Lutjanidae,Lutjanus bohar,46.370832,-9.367393
R42,Lethrinidae,Lethrinus olivaceus,46.370832,-9.367393
R42,Labridae,Labropsis xanthonota,46.370832,-9.367393
R42,Labridae,Labroides dimidiatus,46.370832,-9.367393
R42,Labridae,Labroides bicolor,46.370832,-9.367393
R42,Chaetodontidae,Heniochus sp,46.370832,-9.367393
R42,Chaetodontidae,Heniochus monoceros,46.370832,-9.367393
R42,Labridae,Halichoeres hortulanus,46.370832,-9.367393
R42,Labridae,Halichoeres cosmetus,46.370832,-9.367393
R42,Labridae,Gomphosus caeruleus,46.370832,-9.367393
R42,Chaetodontidae,Forcipiger flavissimus,46.370832,-9.367393
R42,Serranidae,Epinephelus chabaudi,46.370832,-9.367393
R42,Acanthuridae,Ctenochaetus truncatus,46.370832,-9.367393
R42,Labridae,Coris aygula,46.370832,-9.367393
R42,Pomacentridae,Chromis weberi,46.370832,-9.367393
R42,Pomacentridae,Chromis nigrura,46.370832,-9.367393
R42,Pomacentridae,Chromis fieldi,46.370832,-9.367393
R42,Scaridae,Chlorurus sordidus,46.370832,-9.367393
R42,Scaridae,Chlorurus gibbus,46.370832,-9.367393
R42,Labridae,Cheilinus undulatus,46.370832,-9.367393
R42,Labridae,Cheilinus trilobatus,46.370832,-9.367393
R42,Chaetodontidae,Chaetodon trifasciatus,46.370832,-9.367393
R42,Chaetodontidae,Chaetodon meyeri,46.370832,-9.367393
R42,Chaetodontidae,Chaetodon kleinii,46.370832,-9.367393
R42,Chaetodontidae,Chaetodon guttatissimus,46.370832,-9.367393
R42,Chaetodontidae,Chaetodon falcula,46.370832,-9.367393
R42,Chaetodontidae,Chaetodon bennetti,46.370832,-9.367393
R42,Pomacanthidae,Centropyge multispinis,46.370832,-9.367393
R42,Carangidae,Caranx papuensis,46.370832,-9.367393
R42,Carangidae,Caranx melampygus,46.370832,-9.367393
R42,Caesionidae,Caesio xanthonota,46.370832,-9.367393
R42,Labridae,Bodianus diana,46.370832,-9.367393
R42,Labridae,Bodianus anthioides,46.370832,-9.367393
R42,Tetraodontidae,Arothron nigropunctatus,46.370832,-9.367393
R42,Lutjanidae,Aphareus furca,46.370832,-9.367393
R42,Labridae,Anampses lineatus,46.370832,-9.367393
R42,Serranidae,Aethaloperca rogaa,46.370832,-9.367393
R42,Acanthuridae,Acanthurus thompsoni,46.370832,-9.367393
R42,Acanthuridae,Acanthurus leucosternon,46.370832,-9.367393
R42,Blenniidae, sp,46.370832,-9.367393
R43,Zanclidae,Zanclus cornutus,46.365855,-9.36911
R43,Labridae,Thalassoma hebraicum,46.365855,-9.36911
R43,Labridae,Thalassoma amblycephalum,46.365855,-9.36911
R43,Balistidae,Sufflamen chrysopterum,46.365855,-9.36911
R43,Labridae,Stethojulis albovittata,46.365855,-9.36911
R43,Siganidae,Siganus sp,46.365855,-9.36911
R43,Scaridae,Scarus tricolor,46.365855,-9.36911
R43,Scaridae,Scarus rubroviolaceus,46.365855,-9.36911
R43,Scaridae,Scarus psittacus,46.365855,-9.36911
R43,Labridae,Pseudocheilinus hexataenia,46.365855,-9.36911
R43,Labridae,Pseudocheilinus evanidus,46.365855,-9.36911
R43,Serranidae,Pseudanthias squamipinnis,46.365855,-9.36911
R43,Mullidae,Parupeneus macronemus,46.365855,-9.36911
R43,Mullidae,Parupeneus indicus,46.365855,-9.36911
R43,Mullidae,Parupeneus cyclostomus,46.365855,-9.36911
R43,Mullidae,Parupeneus barberinus,46.365855,-9.36911
R43,Labridae,Oxycheilinus digramma,46.365855,-9.36911
R43,Acanthuridae,Naso elegans,46.365855,-9.36911
R43,Acanthuridae,Naso brevirostris,46.365855,-9.36911
R43,Acanthuridae,Naso annulatus,46.365855,-9.36911
R43,Balistidae,Melichthys niger,46.365855,-9.36911
R43,Balistidae,Melichthys indicus,46.365855,-9.36911
R43,Malacanthidae,Malacanthus latovittatus,46.365855,-9.36911
R43,Lutjanidae,Lutjanus bohar,46.365855,-9.36911
R43,Lethrinidae,Lethrinus xanthochilus,46.365855,-9.36911
R43,Labridae,Labroides dimidiatus,46.365855,-9.36911
R43,Labridae,Hologymnosus doliatus,46.365855,-9.36911
R43,Scaridae,Hipposcarus harid,46.365855,-9.36911
R43,Chaetodontidae,Hemitaurichthys zoster,46.365855,-9.36911
R43,Labridae,Hemigymnus fasciatus,46.365855,-9.36911
R43,Labridae,Halichoeres hortulanus,46.365855,-9.36911
R43,Labridae,Halichoeres cosmetus,46.365855,-9.36911
R43,Labridae,Gomphosus caeruleus,46.365855,-9.36911
R43,Chaetodontidae,Forcipiger flavissimus,46.365855,-9.36911
R43,Labridae,Epibulus insidiator,46.365855,-9.36911
R43,Acanthuridae,Ctenochaetus truncatus,46.365855,-9.36911
R43,Acanthuridae,Ctenochaetus striatus,46.365855,-9.36911
R43,Labridae,Cirrhilabrus exquisitus,46.365855,-9.36911
R43,Pomacentridae,Chromis nigrura,46.365855,-9.36911
R43,Pomacentridae,Chromis fieldi,46.365855,-9.36911
R43,Scaridae,Chlorurus sordidus,46.365855,-9.36911
R43,Labridae,Cheilinus undulatus,46.365855,-9.36911
R43,Labridae,Cheilinus fasciatus,46.365855,-9.36911
R43,Chaetodontidae,Chaetodon trifasciatus,46.365855,-9.36911
R43,Chaetodontidae,Chaetodon meyeri,46.365855,-9.36911
R43,Chaetodontidae,Chaetodon bennetti,46.365855,-9.36911
R43,Chaetodontidae,Chaetodon auriga,46.365855,-9.36911
R43,Pomacanthidae,Centropyge multispinis,46.365855,-9.36911
R43,Carangidae,Caranx melampygus,46.365855,-9.36911
R43,Scaridae,Calotomus carolinus,46.365855,-9.36911
R43,Balistidae,Balistoides viridescens,46.365855,-9.36911
R43,Balistidae,Balistapus undulatus,46.365855,-9.36911
R43,Tetraodontidae,Arothron nigropunctatus,46.365855,-9.36911
R43,Lutjanidae,Aphareus furca,46.365855,-9.36911
R43,Labridae,Anampses sp,46.365855,-9.36911
R43,Serranidae,Aethaloperca rogaa,46.365855,-9.36911
R43,Acanthuridae,Acanthurus nigrofuscus,46.365855,-9.36911
R43,Acanthuridae,Acanthurus nigricauda,46.365855,-9.36911
R43,Acanthuridae,Acanthurus leucosternon,46.365855,-9.36911
R43,Blenniidae, sp,46.365855,-9.36911
R44,Mullidae,Parupeneus cyclostomus,46.350585,-9.365138
R44,Lethrinidae,Lethrinus nebulosus,46.350585,-9.365138
R44,Lutjanidae,Aprion virescens,46.350585,-9.365138
R44,Gobiidae,Amblyeleotris aurora,46.350585,-9.365138
R44,Acanthuridae,Acanthurus dussumieri,46.350585,-9.365138
R44,Carangidae, sp,46.350585,-9.365138
R45,Serranidae,Variola sp,46.35513,-9.367637
R45,Carcharhinidae,Triaenodon obesus,46.35513,-9.367637
R45,Balistidae,Sufflamen chrysopterum,46.35513,-9.367637
R45,Labridae,Pseudodax moluccanus,46.35513,-9.367637
R45,Labridae,Pseudocheilinus evanidus,46.35513,-9.367637
R45,Serranidae,Pseudanthias squamipinnis,46.35513,-9.367637
R45,Pomacanthidae,Pomacanthus imperator,46.35513,-9.367637
R45,Blenniidae,Plagiotremus rhinorhynchos,46.35513,-9.367637
R45,Mullidae,Parupeneus macronemus,46.35513,-9.367637
R45,Mullidae,Parupeneus indicus,46.35513,-9.367637
R45,Mullidae,Parupeneus cyclostomus,46.35513,-9.367637
R45,Mullidae,Parupeneus barberinus,46.35513,-9.367637
R45,Pinguipedidae,Parapercis sp,46.35513,-9.367637
R45,Pinguipedidae,Parapercis punctulata,46.35513,-9.367637
R45,Labridae,Oxycheilinus digramma,46.35513,-9.367637
R45,Balistidae,Odonus niger,46.35513,-9.367637
R45,Acanthuridae,Naso brevirostris,46.35513,-9.367637
R45,Balistidae,Melichthys niger,46.35513,-9.367637
R45,Malacanthidae,Malacanthus latovittatus,46.35513,-9.367637
R45,Labridae,Macropharyngodon bipartitus,46.35513,-9.367637
R45,Lutjanidae,Lutjanus bohar,46.35513,-9.367637
R45,Labridae,Labropsis xanthonota,46.35513,-9.367637
R45,Labridae,Labroides dimidiatus,46.35513,-9.367637
R45,Labridae,Hologymnosus doliatus,46.35513,-9.367637
R45,Scaridae,Hipposcarus harid,46.35513,-9.367637
R45,Chaetodontidae,Hemitaurichthys zoster,46.35513,-9.367637
R45,Labridae,Hemigymnus fasciatus,46.35513,-9.367637
R45,Labridae,Halichoeres iridis,46.35513,-9.367637
R45,Labridae,Gomphosus caeruleus,46.35513,-9.367637
R45,Serranidae,Epinephelus tukula,46.35513,-9.367637
R45,Labridae,Epibulus insidiator,46.35513,-9.367637
R45,Acanthuridae,Ctenochaetus striatus,46.35513,-9.367637
R45,Labridae,Coris formosa,46.35513,-9.367637
R45,Labridae,Coris cuvieri,46.35513,-9.367637
R45,Labridae,Coris caudimacula,46.35513,-9.367637
R45,Cirrhitidae,Cirrhitichthys oxycephalus,46.35513,-9.367637
R45,Labridae,Cirrhilabrus sp,46.35513,-9.367637
R45,Labridae,Cirrhilabrus exquisitus,46.35513,-9.367637
R45,Pomacentridae,Chromis weberi,46.35513,-9.367637
R45,Pomacentridae,Chromis nigrura,46.35513,-9.367637
R45,Pomacentridae,Chromis fieldi,46.35513,-9.367637
R45,Scaridae,Chlorurus sordidus,46.35513,-9.367637
R45,Labridae,Cheilinus trilobatus,46.35513,-9.367637
R45,Labridae,Cheilinus fasciatus,46.35513,-9.367637
R45,Chaetodontidae,Chaetodon kleinii,46.35513,-9.367637
R45,Chaetodontidae,Chaetodon falcula,46.35513,-9.367637
R45,Chaetodontidae,Chaetodon auriga,46.35513,-9.367637
R45,Serranidae,Cephalopholis sonnerati,46.35513,-9.367637
R45,Pomacanthidae,Centropyge multispinis,46.35513,-9.367637
R45,Carangidae,Caranx melampygus,46.35513,-9.367637
R45,Labridae,Bodianus bimaculatus,46.35513,-9.367637
R45,Labridae,Bodianus bilunulatus,46.35513,-9.367637
R45,Balistidae,Balistoides viridescens,46.35513,-9.367637
R45,Pomacanthidae,Apolemichthys trimaculatus,46.35513,-9.367637
R45,Serranidae,Aethaloperca rogaa,46.35513,-9.367637
R45,Acanthuridae,Acanthurus sp,46.35513,-9.367637
R45,Acanthuridae,Acanthurus nigricauda,46.35513,-9.367637
R45,Acanthuridae,Acanthurus leucosternon,46.35513,-9.367637
R45,Carangidae, sp,46.35513,-9.367637
R46,Mullidae,Parupeneus barberinus,46.290617,-9.365856
R46,Acanthuridae,Naso brevirostris,46.290617,-9.365856
R46,Lethrinidae,Monotaxis grandoculis,46.290617,-9.365856
R46,Lethrinidae,Lethrinus olivaceus,46.290617,-9.365856
R46,Congridae,Heteroconger hassi,46.290617,-9.365856
R46,Serranidae,Epinephelus polyphekadion,46.290617,-9.365856
R46,Labridae,Cheilinus undulatus,46.290617,-9.365856
R46,Carcharhinidae,Carcharhinus amblyrhynchos,46.290617,-9.365856
R46,Carangidae,Caranx melampygus,46.290617,-9.365856
R46,Labridae,Bodianus bilunulatus,46.290617,-9.365856
R46,Balistidae,Balistoides viridescens,46.290617,-9.365856
R47,Zanclidae,Zanclus cornutus,46.305865,-9.367426
R47,Serranidae,Variola louti,46.305865,-9.367426
R47,Serranidae,Variola albimarginata,46.305865,-9.367426
R47,Labridae,Thalassoma hebraicum,46.305865,-9.367426
R47,Labridae,Thalassoma amblycephalum,46.305865,-9.367426
R47,Balistidae,Sufflamen bursa,46.305865,-9.367426
R47,Labridae,Stethojulis interrupta,46.305865,-9.367426
R47,Labridae,Stethojulis albovittata,46.305865,-9.367426
R47,Scaridae,Scarus rubroviolaceus,46.305865,-9.367426
R47,Scaridae,Scarus frenatus,46.305865,-9.367426
R47,Pomacanthidae,Pygoplites diacanthus,46.305865,-9.367426
R47,Labridae,Pseudodax moluccanus,46.305865,-9.367426
R47,Labridae,Pseudocheilinus hexataenia,46.305865,-9.367426
R47,Serranidae,Pseudanthias bicolor,46.305865,-9.367426
R47,Pomacanthidae,Pomacanthus imperator,46.305865,-9.367426
R47,Pomacentridae,Plectroglyphidodon johnstonianus,46.305865,-9.367426
R47,Haemulidae,Plectorhinchus plagiodesmus,46.305865,-9.367426
R47,Haemulidae,Plectorhinchus albovittatus,46.305865,-9.367426
R47,Ephippidae,Platax orbicularis,46.305865,-9.367426
R47,Blenniidae,Plagiotremus tapeinosoma,46.305865,-9.367426
R47,Blenniidae,Plagiotremus rhinorhynchos,46.305865,-9.367426
R47,Mullidae,Parupeneus indicus,46.305865,-9.367426
R47,Mullidae,Parupeneus cyclostomus,46.305865,-9.367426
R47,Cirrhitidae,Paracirrhites arcatus,46.305865,-9.367426
R47,Balistidae,Odonus niger,46.305865,-9.367426
R47,Microdesmidae,Nemateleotris magnifica,46.305865,-9.367426
R47,Acanthuridae,Naso elegans,46.305865,-9.367426
R47,Acanthuridae,Naso brevirostris,46.305865,-9.367426
R47,Lethrinidae,Monotaxis grandoculis,46.305865,-9.367426
R47,Balistidae,Melichthys niger,46.305865,-9.367426
R47,Balistidae,Melichthys indicus,46.305865,-9.367426
R47,Blenniidae,Meiacanthus mossambicus,46.305865,-9.367426
R47,Lutjanidae,Lutjanus gibbus,46.305865,-9.367426
R47,Lutjanidae,Lutjanus bohar,46.305865,-9.367426
R47,Lethrinidae,Lethrinus rubrioperculatus,46.305865,-9.367426
R47,Labridae,Labroides dimidiatus,46.305865,-9.367426
R47,Chaetodontidae,Hemitaurichthys zoster,46.305865,-9.367426
R47,Labridae,Hemigymnus fasciatus,46.305865,-9.367426
R47,Labridae,Halichoeres hortulanus,46.305865,-9.367426
R47,Labridae,Halichoeres cosmetus,46.305865,-9.367426
R47,Labridae,Gomphosus caeruleus,46.305865,-9.367426
R47,Chaetodontidae,Forcipiger flavissimus,46.305865,-9.367426
R47,Cheloniidae,Eretmochelys imbricata,46.305865,-9.367426
R47,Acanthuridae,Ctenochaetus striatus,46.305865,-9.367426
R47,Blenniidae,Cirripectes filamentosus,46.305865,-9.367426
R47,Pomacentridae,Chromis nigrura,46.305865,-9.367426
R47,Pomacentridae,Chromis fieldi,46.305865,-9.367426
R47,Cheloniidae,Chelonia mydas,46.305865,-9.367426
R47,Labridae,Cheilinus trilobatus,46.305865,-9.367426
R47,Chaetodontidae,Chaetodon xanthocephalus,46.305865,-9.367426
R47,Chaetodontidae,Chaetodon trifascialis,46.305865,-9.367426
R47,Chaetodontidae,Chaetodon meyeri,46.305865,-9.367426
R47,Chaetodontidae,Chaetodon lunula,46.305865,-9.367426
R47,Chaetodontidae,Chaetodon interruptus,46.305865,-9.367426
R47,Chaetodontidae,Chaetodon guttatissimus,46.305865,-9.367426
R47,Chaetodontidae,Chaetodon bennetti,46.305865,-9.367426
R47,Chaetodontidae,Chaetodon auriga,46.305865,-9.367426
R47,Serranidae,Cephalopholis sonnerati,46.305865,-9.367426
R47,Serranidae,Cephalopholis argus,46.305865,-9.367426
R47,Pomacanthidae,Centropyge multispinis,46.305865,-9.367426
R47,Carangidae,Caranx melampygus,46.305865,-9.367426
R47,Monacanthidae,Cantherhines dumerilii,46.305865,-9.367426
R47,Labridae,Bodianus diana,46.305865,-9.367426
R47,Balistidae,Balistoides viridescens,46.305865,-9.367426
R47,Balistidae,Balistoides conspicillum,46.305865,-9.367426
R47,Balistidae,Balistapus undulatus,46.305865,-9.367426
R47,Tetraodontidae,Arothron nigropunctatus,46.305865,-9.367426
R47,Pomacanthidae,Apolemichthys trimaculatus,46.305865,-9.367426
R47,Lutjanidae,Aphareus furca,46.305865,-9.367426
R47,Serranidae,Aethaloperca rogaa,46.305865,-9.367426
R47,Acanthuridae,Acanthurus tennentii,46.305865,-9.367426
R47,Acanthuridae,Acanthurus leucosternon,46.305865,-9.367426
R47,Acanthuridae,Acanthurus leucocheilus,46.305865,-9.367426
R48,Acanthuridae,Zebrasoma desjardinii,46.300325,-9.365573
R48,Zanclidae,Zanclus cornutus,46.300325,-9.365573
R48,Serranidae,Variola albimarginata,46.300325,-9.365573
R48,Gobiidae,Valenciennea strigata,46.300325,-9.365573
R48,Labridae,Thalassoma hebraicum,46.300325,-9.365573
R48,Balistidae,Sufflamen chrysopterum,46.300325,-9.365573
R48,Siganidae,Siganus stellatus,46.300325,-9.365573
R48,Scaridae,Scarus tricolor,46.300325,-9.365573
R48,Balistidae,Rhinecanthus rectangulus,46.300325,-9.365573
R48,Labridae,Pseudodax moluccanus,46.300325,-9.365573
R48,Labridae,Pseudocheilinus evanidus,46.300325,-9.365573
R48,Serranidae,Pseudanthias squamipinnis,46.300325,-9.365573
R48,Mullidae,Parupeneus macronemus,46.300325,-9.365573
R48,Mullidae,Parupeneus cyclostomus,46.300325,-9.365573
R48,Pinguipedidae,Parapercis punctulata,46.300325,-9.365573
R48,Ostraciidae,Ostracion meleagris,46.300325,-9.365573
R48,Balistidae,Odonus niger,46.300325,-9.365573
R48,Microdesmidae,Nemateleotris magnifica,46.300325,-9.365573
R48,Acanthuridae,Naso brevirostris,46.300325,-9.365573
R48,Lethrinidae,Monotaxis grandoculis,46.300325,-9.365573
R48,Balistidae,Melichthys niger,46.300325,-9.365573
R48,Balistidae,Melichthys indicus,46.300325,-9.365573
R48,Lutjanidae,Lutjanus bohar,46.300325,-9.365573
R48,Lethrinidae,Lethrinus obsoletus,46.300325,-9.365573
R48,Labridae,Labropsis xanthonota,46.300325,-9.365573
R48,Labridae,Labroides dimidiatus,46.300325,-9.365573
R48,Chaetodontidae,Heniochus monoceros,46.300325,-9.365573
R48,Labridae,Halichoeres iridis,46.300325,-9.365573
R48,Labridae,Halichoeres hortulanus,46.300325,-9.365573
R48,Labridae,Halichoeres cosmetus,46.300325,-9.365573
R48,Acanthuridae,Ctenochaetus striatus,46.300325,-9.365573
R48,Labridae,Coris formosa,46.300325,-9.365573
R48,Labridae,Coris cuvieri,46.300325,-9.365573
R48,Labridae,Coris caudimacula,46.300325,-9.365573
R48,Cirrhitidae,Cirrhitichthys oxycephalus,46.300325,-9.365573
R48,Labridae,Cirrhilabrus exquisitus,46.300325,-9.365573
R48,Pomacentridae,Chromis fieldi,46.300325,-9.365573
R48,Scaridae,Chlorurus sordidus,46.300325,-9.365573
R48,Labridae,Cheilinus lunulatus,46.300325,-9.365573
R48,Chaetodontidae,Chaetodon meyeri,46.300325,-9.365573
R48,Chaetodontidae,Chaetodon lunula,46.300325,-9.365573
R48,Chaetodontidae,Chaetodon auriga,46.300325,-9.365573
R48,Serranidae,Cephalopholis sonnerati,46.300325,-9.365573
R48,Pomacanthidae,Centropyge multispinis,46.300325,-9.365573
R48,Carcharhinidae,Carcharhinus amblyrhynchos,46.300325,-9.365573
R48,Carangidae,Caranx melampygus,46.300325,-9.365573
R48,Carangidae,Caranx ignobilis,46.300325,-9.365573
R48,Balistidae,Balistapus undulatus,46.300325,-9.365573
R48,Pomacanthidae,Apolemichthys trimaculatus,46.300325,-9.365573
R48,Labridae,Anampses twistii,46.300325,-9.365573
R48,Serranidae,Aethaloperca rogaa,46.300325,-9.365573
R48,Acanthuridae,Acanthurus tennentii,46.300325,-9.365573
R48,Acanthuridae,Acanthurus nigricauda,46.300325,-9.365573
R48,Carangidae, sp,46.300325,-9.365573
R5,Acanthuridae,Naso unicornis,46.2608,-9.367316
R5,Lethrinidae,Lethrinus xanthochilus,46.2608,-9.367316
R5,Labridae,Halichoeres cosmetus,46.2608,-9.367316
R5,Carangidae,Gnathanodon speciosus,46.2608,-9.367316
R5,Carcharhinidae,Carcharhinus amblyrhynchos,46.2608,-9.367316
R5,Carangidae,Carangoides orthogrammus,46.2608,-9.367316
R5,Tetraodontidae,Arothron nigropunctatus,46.2608,-9.367316
R5,Gobiidae,Amblyeleotris aurora,46.2608,-9.367316
R50,Acanthuridae,Zebrasoma desjardinii,46.295915,-9.367371
R50,Zanclidae,Zanclus cornutus,46.295915,-9.367371
R50,Labridae,Thalassoma hebraicum,46.295915,-9.367371
R50,Labridae,Thalassoma amblycephalum,46.295915,-9.367371
R50,Labridae,Stethojulis interrupta,46.295915,-9.367371
R50,Scaridae,Scarus rubroviolaceus,46.295915,-9.367371
R50,Scaridae,Scarus psittacus,46.295915,-9.367371
R50,Scaridae,Scarus frenatus,46.295915,-9.367371
R50,Labridae,Pseudodax moluccanus,46.295915,-9.367371
R50,Labridae,Pseudocheilinus hexataenia,46.295915,-9.367371
R50,Serranidae,Pseudanthias carberryi,46.295915,-9.367371
R50,Pomacentridae,Plectroglyphidodon johnstonianus,46.295915,-9.367371
R50,Haemulidae,Plectorhinchus plagiodesmus,46.295915,-9.367371
R50,Haemulidae,Plectorhinchus albovittatus,46.295915,-9.367371
R50,Blenniidae,Plagiotremus rhinorhynchos,46.295915,-9.367371
R50,Mullidae,Parupeneus macronemus,46.295915,-9.367371
R50,Mullidae,Parupeneus indicus,46.295915,-9.367371
R50,Gobiidae,Paragobiodon echinocephalus,46.295915,-9.367371
R50,Microdesmidae,Nemateleotris magnifica,46.295915,-9.367371
R50,Acanthuridae,Naso elegans,46.295915,-9.367371
R50,Balistidae,Melichthys niger,46.295915,-9.367371
R50,Balistidae,Melichthys indicus,46.295915,-9.367371
R50,Lutjanidae,Macolor niger,46.295915,-9.367371
R50,Lutjanidae,Lutjanus rivulatus,46.295915,-9.367371
R50,Lutjanidae,Lutjanus gibbus,46.295915,-9.367371
R50,Lutjanidae,Lutjanus bohar,46.295915,-9.367371
R50,Labridae,Labroides dimidiatus,46.295915,-9.367371
R50,Labridae,Hologymnosus doliatus,46.295915,-9.367371
R50,Scaridae,Hipposcarus harid,46.295915,-9.367371
R50,Chaetodontidae,Heniochus monoceros,46.295915,-9.367371
R50,Labridae,Hemigymnus fasciatus,46.295915,-9.367371
R50,Labridae,Halichoeres hortulanus,46.295915,-9.367371
R50,Labridae,Halichoeres cosmetus,46.295915,-9.367371
R50,Microdesmidae,Gunnellichthys viridescens,46.295915,-9.367371
R50,Labridae,Gomphosus caeruleus,46.295915,-9.367371
R50,Chaetodontidae,Forcipiger flavissimus,46.295915,-9.367371
R50,Acanthuridae,Ctenochaetus striatus,46.295915,-9.367371
R50,Acanthuridae,Ctenochaetus binotatus,46.295915,-9.367371
R50,Labridae,Coris caudimacula,46.295915,-9.367371
R50,Pomacentridae,Chromis nigrura,46.295915,-9.367371
R50,Pomacentridae,Chromis fieldi,46.295915,-9.367371
R50,Scaridae,Chlorurus sordidus,46.295915,-9.367371
R50,Chaetodontidae,Chaetodon xanthocephalus,46.295915,-9.367371
R50,Chaetodontidae,Chaetodon meyeri,46.295915,-9.367371
R50,Chaetodontidae,Chaetodon bennetti,46.295915,-9.367371
R50,Chaetodontidae,Chaetodon auriga,46.295915,-9.367371
R50,Serranidae,Cephalopholis sonnerati,46.295915,-9.367371
R50,Serranidae,Cephalopholis nigripinnis,46.295915,-9.367371
R50,Serranidae,Cephalopholis argus,46.295915,-9.367371
R50,Pomacanthidae,Centropyge multispinis,46.295915,-9.367371
R50,Carcharhinidae,Carcharhinus melanopterus,46.295915,-9.367371
R50,Carangidae,Caranx melampygus,46.295915,-9.367371
R50,Carangidae,Carangoides orthogrammus,46.295915,-9.367371
R50,Labridae,Bodianus axillaris,46.295915,-9.367371
R50,Balistidae,Balistoides viridescens,46.295915,-9.367371
R50,Balistidae,Balistapus undulatus,46.295915,-9.367371
R50,Blenniidae,Aspidontus dussumieri,46.295915,-9.367371
R50,Tetraodontidae,Arothron nigropunctatus,46.295915,-9.367371
R50,Lutjanidae,Aphareus furca,46.295915,-9.367371
R50,Labridae,Anampses meleagrides,46.295915,-9.367371
R50,Serranidae,Aethaloperca rogaa,46.295915,-9.367371
R50,Acanthuridae,Acanthurus xanthopterus,46.295915,-9.367371
R50,Acanthuridae,Acanthurus leucosternon,46.295915,-9.367371
R50,Labridae, sp,46.295915,-9.367371
R51,Acanthuridae,Zebrasoma scopas,46.217721,-9.371242
R51,Acanthuridae,Zebrasoma desjardinii,46.217721,-9.371242
R51,Serranidae,Variola louti,46.217721,-9.371242
R51,Gobiidae,Valenciennea strigata,46.217721,-9.371242
R51,Labridae,Thalassoma hebraicum,46.217721,-9.371242
R51,Siganidae,Siganus stellatus,46.217721,-9.371242
R51,Labridae,Pseudocheilinus hexataenia,46.217721,-9.371242
R51,Labridae,Pseudocheilinus evanidus,46.217721,-9.371242
R51,Serranidae,Pseudanthias bimaculatus,46.217721,-9.371242
R51,Pomacanthidae,Pomacanthus imperator,46.217721,-9.371242
R51,Serranidae,Plectropomus sp,46.217721,-9.371242
R51,Serranidae,Plectropomus laevis,46.217721,-9.371242
R51,Pomacentridae,Plectroglyphidodon lacrymatus,46.217721,-9.371242
R51,Haemulidae,Plectorhinchus playfairi,46.217721,-9.371242
R51,Mullidae,Parupeneus macronemus,46.217721,-9.371242
R51,Mullidae,Parupeneus cyclostomus,46.217721,-9.371242
R51,Cirrhitidae,Paracirrhites forsteri,46.217721,-9.371242
R51,Ostraciidae,Ostracion meleagris,46.217721,-9.371242
R51,Microdesmidae,Nemateleotris magnifica,46.217721,-9.371242
