Species,Unnamed: 1
"Butis butis (Hamilton,1822)* Butis humeralis (Valenciennes,1837)* Eleotris fusca (Bloch& Schneider,1801) Eleotris melanosoma Bleeker,1852 Odonteleotris macrodon (Bleeker,1854)* Giuris margaritacea (Valenciennes) Ophiocara ophicephalus (Valenciennes,1837)",
Family 71: Gobiidae,
"Acentrogobius caninus (Valenciennes,1837) Acentrogobius viridipunctatus (Valenciennes,1837)| Amblyeleotris gymnocephala (Bleeker,1853) Amblyotrypauchen arctocephalus (Alcock,1890)",
"Apocryptes bato (Hamilton,1822)* Apocryptodon madurensis (Bleeker,1849) Awaouichthys menoni Chatterjee& Mishra, 2013* Bathygobius fuscus (Ruppell,1830) Boleophthalmus boddarti (Pallas,1770) Boleophthalmus dussumieri Valenciennes,1837 Brachygobius nunus (Hamilton,1822)* Caragobius urolepis (Bleeker,1852) Drombus globiceps (Hora,1923) Glossogobius giuris (Hamilton,1822) Gnatholepis cauerensis (Bleeker,1853) Gobiopsis macrostoma Steindachner,1861 Gobiopterus chuno (Hamilton,1822)* Hemigobius hoevenii (Bleeker,1851) Istigobius ornatus (Ruppell,1830) Odontamblyopus rubicundus (Hamilton,1822)* Oligolepis acutipennis (Valenciennes,1837) Oxuderces dentatus Eydoux & Souleyet,1850 Parachaeturichthys polynema (Bleeker,1853) Parapocryptes serperaster (Richardson,1846) Paratrypauchen microcephalus (Bleeker,1860) Periophthalmodon schlosseri (Pallas,1770) Periophthalmodon septemradiatus (Hamilton,1822)* Periophthalmus argentilineatus Valenciennes,1837| Periophthalmus kalolo Lesson,1831 Periophthalmus novemradiatus (Hamilton,1822)* Periophthalmus variabilis Eggert,1935 Pseudapocryptes elongatus (Cuvier,1816) Pseudotrypauchen multiradiatus Hardenberg,1931; Scartelaos histophorus (Valenciennes,1837) Stigmatogobius sadanundio (Hamilton,1822)*",
"Taenioides anguillaris (Linnaeus,1758) Taenioides buchanani (Day,1873)* Taenioides cirratus (Blyth,1860)* Trypauchen vagina (Bloch& Schneider,1801) Trypauchenichthys sumatrensis Hardenberg,1931",
Family72: Kurtidae,
"Kurtus indicusBloch,1786",
Family73: Scatophagidae,
"Scatophagus argus Linnaeus,1766",
Family74: Siganidae,
"Siganus canaliculatus (Park,1797) Siganus javus (Linnaeus,1766)",
Family75: Sphyraenidae,
"Sphyraena obtusata Cuvier,1829",
Family76: Trichiuridae,
"Eupleurogrammus muticus (Gray,1831) Lepturacanthus pantului (Gupta,1966)* Lepturacanthus savala (Cuvier,1829) Trichiurus gangeticus Gupta,1966* Trichiurus lepturus Linnaeus,1758",
Family77: Stromateidae,
"Scomberomorus guttatus (Bloch& Schneider,1801)}",
Family78: Stromateidae,
"Pampus argenteus (Euphrasen,1788) Pampus chinensis (Euphrasen,1788)",
Family79: Anabantidae,
"Anabas cobojius (Hamilton,1822) Anabas testudineus (Bloch,1792)",
Family80: Osphronemidae,
"Trichogaster fasciata Bloch& Schneider,1801 Trichogaster lalius (Hamilton,1822) Trichogaster chuna (Hamilton",
Family81: Channidae,
"Channa gachua (Hamilton,1822) Channa marulius (Hamilton,1822) Channa punctata (Bloch,1793) Channa striata (Bloch,1793)",
Order 24: PLEURONECTIFORMES,
Family82: Paralichthyidae,
"Pseudorhombus arsius (Hamilton,1822)* Pseudorhombus elevatus Ogilby,1912 Pseudorhombus javanicus (Bleeker,1853)",
Family83: Cynoglossidae,
"Cynoglossus arel (Bloch& Schneider,1801) Cynoglossus cynoglossus (Hamilton,1822)* Cynoglossus lingua Hamilton,1822* Cynoglossus macrostomus Norman,1926* Cynoglossus puncticeps (Richardson,1846) Paraplagusia bilineata (Bloch,1787)",
Family84: Soleidae,
"Brachirus pan (Hamilton,1822)* Synaptura albomaculata Kaup,1858 Synaptura commersonnii (Lacepéde,1802)",
Order 25: TETRAODONTIFORMES,
Family85: Triacanthidae,
"Pseudotriacanthus strigilifer (Cantor,1849) Triacanthus biaculeatus (Bloch,1786)",
Family86: Tetraodontidae,
"Chelonodon patoca (Hamilton,1822)* Dichotomycterefluviatilis(Hamilton,1822) Lagocephalus lunaris (Bloch& Schneider,1801) Leiodon cutcutia (Hamilton,1822) Takifugu oblongus (Bloch,1786)",
